seat_name,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Islami Front,Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Republican Party (BRP),Bangladesh Samo Odhikar Party (BEP),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Islami Andolan Bangladesh (IAB),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Janata Party,Jatiya Party (JaPa),Jatiya Samajtantrik Dal (JSD),Khelafat Majlis,Liberal Democratic Party (LDP),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Zaker Party (ZP)
Satkhira 1,496848,369097,"Md. Izzat Ullah (Bangladesh Jamaat-e-Islami (Jamaat)) 52.5%, Md. Habibul Islam Habib (Bangladesh Nationalist Party (BNP)) 46.1%, Ziaur Rahman (Jatiya Party (JaPa)) 0.7%","Bangladesh Jamaat-e-Islami (Jamaat) (52.5%), Bangladesh Nationalist Party (BNP) (46.1%), Jatiya Party (JaPa) (0.7%)",169995,0.46057,193772,0.524989,-,-,193772,0.524989,169995,0.46057,-,-,-,-,715,-,-,-,193772,-,-,-,-,-,-,-,-,-,-,169995,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2071,-,-,-,-,2544,-,-,-,-,-,-,-,-,-
Satkhira 2,535654,389823,"Muhammad Abdul Khaleq (Bangladesh Jamaat-e-Islami (Jamaat)) 68.5%, Md. Abdur Rauf (Bangladesh Nationalist Party (BNP)) 29.8%, Md. Ashrafuzzaman (Jatiya Party (JaPa)) 1.1%","Bangladesh Jamaat-e-Islami (Jamaat) (68.5%), Bangladesh Nationalist Party (BNP) (29.8%), Jatiya Party (JaPa) (1.1%)",116293,0.298323,266959,0.684821,317,0.000813,266959,0.684821,116293,0.298323,-,-,-,-,-,-,-,-,266959,-,317,-,-,-,-,-,-,-,-,116293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1976,-,-,-,-,4278,-,-,-,-,-,-,-,-,-
Satkhira 3,502222,350233,"Hafez Md. Rabiul Bashar (Bangladesh Jamaat-e-Islami (Jamaat)) 52.6%, Md. Shahidul Alam (Independent Candidate (Independent)) 30.1%, Kazi Alauddin (Bangladesh Nationalist Party (BNP)) 16.2%","Bangladesh Jamaat-e-Islami (Jamaat) (52.6%), Independent Candidate (Independent) (30.1%), Bangladesh Nationalist Party (BNP) (16.2%)",56819,0.162232,184233,0.52603,-,-,184233,0.52603,56819,0.162232,-,-,-,-,-,-,-,-,184233,-,-,-,-,-,-,583,-,-,-,56819,-,-,-,-,-,-,-,-,-,-,-,-,105379,-,2497,-,-,-,-,722,-,-,-,-,-,-,-,-,-
Satkhira 4,298050,198383,"G. M. Nazrul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 53.9%, Md. Moniruzzaman (Bangladesh Nationalist Party (BNP)) 43.1%, S. M. Mostafa Al Mamun (Islami Andolan Bangladesh (IAB)) 2.5%","Bangladesh Jamaat-e-Islami (Jamaat) (53.9%), Bangladesh Nationalist Party (BNP) (43.1%), Islami Andolan Bangladesh (IAB) (2.5%)",85426,0.430611,106913,0.538922,-,-,106913,0.538922,85426,0.430611,-,-,-,-,-,-,-,-,106913,-,-,-,-,-,-,-,-,-,-,85426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4902,-,-,-,-,1142,-,-,-,-,-,-,-,-,-
Joypurhat 1,466274,334982,"Md. Fazlur Rahman Saeed (Bangladesh Jamaat-e-Islami (Jamaat)) 49.3%, Md. Masud Rana Pradhan (Bangladesh Nationalist Party (BNP)) 46.4%, Sabekun Nahar (Jatiya Party (JaPa)) 4.0%","Bangladesh Jamaat-e-Islami (Jamaat) (49.3%), Bangladesh Nationalist Party (BNP) (46.4%), Jatiya Party (JaPa) (4.0%)",155309,0.463634,165192,0.493137,-,-,165192,0.493137,155309,0.463634,-,-,-,-,-,-,-,-,165192,-,-,-,-,-,-,-,-,-,-,155309,-,-,-,578,617,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13286,-,-,-,-,-,-,-,-,-
Joypurhat 2,351572,252137,"Md. Abdul Bari (Bangladesh Nationalist Party (BNP)) 62.7%, S. M. Rashedul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 36.7%, S. A. Zahid (Amar Bangladesh Party (AB)) 0.6%","Bangladesh Nationalist Party (BNP) (62.7%), Bangladesh Jamaat-e-Islami (Jamaat) (36.7%), Amar Bangladesh Party (AB) (0.6%)",158065,0.626901,92517,0.366931,-,-,94072,0.373099,158065,0.626901,-,-,-,1555,-,-,-,-,92517,-,-,-,-,-,-,-,-,-,-,158065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bogura 1,376019,231320,"Kazi Rafiqul Islam (Bangladesh Nationalist Party (BNP)) 74.1%, Md. Shahabuddin (Bangladesh Jamaat-e-Islami (Jamaat)) 25.1%, A. B. M. Mostafa Kamal Pasha (Islami Andolan Bangladesh (IAB)) 0.4%","Bangladesh Nationalist Party (BNP) (74.1%), Bangladesh Jamaat-e-Islami (Jamaat) (25.1%), Islami Andolan Bangladesh (IAB) (0.4%)",171440,0.741138,57959,0.250558,-,-,57959,0.250558,171440,0.741138,-,-,-,-,597,-,-,-,57959,-,-,-,-,-,-,-,-,-,-,171440,-,-,-,-,-,-,-,-,-,298,-,-,-,-,1026,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bogura 2,342155,243802,"Mir Shahe Alam (Bangladesh Nationalist Party (BNP)) 59.5%, Abul Azad Mohammad Shahaduzzaman (Bangladesh Jamaat-e-Islami (Jamaat)) 38.4%, Mahmudur Rahman Manna (Nagorik Oikya (NO)) 1.4%","Bangladesh Nationalist Party (BNP) (59.5%), Bangladesh Jamaat-e-Islami (Jamaat) (38.4%), Nagorik Oikya (NO) (1.4%)",145024,0.594843,93548,0.383705,3426,0.014052,93548,0.383705,145298,0.595967,-,-,-,-,-,-,-,-,93548,-,-,-,-,-,-,-,-,-,-,145024,-,-,-,-,-,-,-,-,-,-,-,274,183,-,913,-,-,-,-,434,-,-,-,3426,-,-,-,-,-
Bogura 3,339181,241716,"Md. Abdul Mohit Talukdar (Bangladesh Nationalist Party (BNP)) 52.7%, Nur Mohammad (Bangladesh Jamaat-e-Islami (Jamaat)) 45.9%, Md. Shahjahan Ali Talukdar (Islami Andolan Bangladesh (IAB)) 0.7%","Bangladesh Nationalist Party (BNP) (52.7%), Bangladesh Jamaat-e-Islami (Jamaat) (45.9%), Islami Andolan Bangladesh (IAB) (0.7%)",127406,0.52709,111026,0.459324,-,-,111026,0.459324,127406,0.52709,-,-,-,-,-,-,-,-,111026,-,-,-,-,-,-,-,-,-,-,127406,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1789,-,-,-,-,1495,-,-,-,-,-,-,-,-,-
Bogura 4,359523,268375,"Md. Mosharraf Hossain (Bangladesh Nationalist Party (BNP)) 57.9%, Md. Mostafa Faisal (Bangladesh Jamaat-e-Islami (Jamaat)) 40.6%, Muhammad Idris Ali (Islami Andolan Bangladesh (IAB)) 1.1%","Bangladesh Nationalist Party (BNP) (57.9%), Bangladesh Jamaat-e-Islami (Jamaat) (40.6%), Islami Andolan Bangladesh (IAB) (1.1%)",155339,0.578813,108975,0.406055,-,-,108975,0.406055,155339,0.578813,-,-,-,-,-,-,-,-,108975,-,-,-,-,-,-,-,-,-,-,155339,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2954,-,-,-,-,1107,-,-,-,-,-,-,-,-,-
Bogura 5,572340,400644,"Golam Mohammad Siraj (Bangladesh Nationalist Party (BNP)) 62.1%, Md. Dabibur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 35.8%, Mir Md. Mahmudur Rahman (Islami Andolan Bangladesh (IAB)) 1.4%","Bangladesh Nationalist Party (BNP) (62.1%), Bangladesh Jamaat-e-Islami (Jamaat) (35.8%), Islami Andolan Bangladesh (IAB) (1.4%)",248841,0.621103,143329,0.357747,-,-,144463,0.360577,248841,0.621103,-,-,-,-,-,-,-,-,143329,-,-,-,-,-,-,-,-,-,-,248841,-,-,-,-,-,-,1782,-,-,-,-,-,-,-,5558,-,-,-,-,-,-,-,1134,-,-,-,-,-,-
Bogura 6,454043,317489,"Tarek Rahman (Bangladesh Nationalist Party (BNP)) 68.1%, Md. Abidur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 30.7%, Abu Numan Md. Mamunur Rashid (Islami Andolan Bangladesh (IAB)) 0.8%","Bangladesh Nationalist Party (BNP) (68.1%), Bangladesh Jamaat-e-Islami (Jamaat) (30.7%), Islami Andolan Bangladesh (IAB) (0.8%)",216284,0.681233,97626,0.307494,276,0.000869,97626,0.307494,216284,0.681233,-,-,-,-,-,-,-,-,97626,-,-,-,-,-,-,-,-,-,-,216284,-,-,-,795,-,-,-,-,-,-,-,-,-,-,2508,-,-,-,-,-,276,-,-,-,-,-,-,-,-
Bogura 7,538092,383474,"Morshed Milton (Bangladesh Nationalist Party (BNP)) 68.9%, Md. Golam Rabbani (Bangladesh Jamaat-e-Islami (Jamaat)) 30.4%, Md. Shafiqul Islam (Islami Andolan Bangladesh (IAB)) 0.5%","Bangladesh Nationalist Party (BNP) (68.9%), Bangladesh Jamaat-e-Islami (Jamaat) (30.4%), Islami Andolan Bangladesh (IAB) (0.5%)",264212,0.688996,116665,0.304232,-,-,116665,0.304232,264212,0.688996,-,-,-,-,-,-,-,-,116665,-,-,-,-,-,-,-,536,-,-,264212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2061,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chapainawabganj 1,500181,373757,"Md. Keramat Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 55.4%, Md. Shahjahan Mia (Bangladesh Nationalist Party (BNP)) 43.5%, Md. Afzal Hossain (Jatiya Party (JaPa)) 0.6%","Bangladesh Jamaat-e-Islami (Jamaat) (55.4%), Bangladesh Nationalist Party (BNP) (43.5%), Jatiya Party (JaPa) (0.6%)",162515,0.434815,206893,0.553549,-,-,206893,0.553549,162515,0.434815,-,-,-,-,-,557,-,446,206893,-,-,-,-,-,-,-,-,-,-,162515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1083,-,-,-,-,2263,-,-,-,-,-,-,-,-,-
Chapainawabganj 2,461000,336216,"Md. Mizanur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 50.9%, Md. Aminul Islam (Bangladesh Nationalist Party (BNP)) 46.1%, Md. Khurshid Alam (Jatiya Party (JaPa)) 2.4%","Bangladesh Jamaat-e-Islami (Jamaat) (50.9%), Bangladesh Nationalist Party (BNP) (46.1%), Jatiya Party (JaPa) (2.4%)",155119,0.461367,171227,0.509277,-,-,171227,0.509277,155119,0.461367,-,-,-,-,-,-,-,-,171227,-,-,-,-,-,-,-,-,-,-,155119,-,-,-,-,-,-,626,-,-,-,-,-,-,-,1069,-,-,-,-,8175,-,-,-,-,-,-,-,-,-
Chapainawabganj 3,468479,318495,"Md. Nurul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 59.5%, Md. Harunur Rashid (Bangladesh Nationalist Party (BNP)) 39.9%, Md. Monirul Islam (Islami Andolan Bangladesh (IAB)) 0.3%","Bangladesh Jamaat-e-Islami (Jamaat) (59.5%), Bangladesh Nationalist Party (BNP) (39.9%), Islami Andolan Bangladesh (IAB) (0.3%)",127037,0.398867,189640,0.595425,637,0.002,189640,0.595425,127398,0.4,-,-,-,-,-,-,-,-,189640,-,-,-,-,-,-,-,-,-,-,127037,-,-,-,-,-,-,-,-,-,-,-,361,-,-,820,-,-,-,-,-,637,-,-,-,-,-,-,-,-
Naogaon 1,474067,359069,"Md. Mostafizur Rahman (Bangladesh Nationalist Party (BNP)) 48.4%, Md. Mahbubul Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 42.8%, Md. Salek Chowdhury (Independent Candidate (Independent)) 5.0%","Bangladesh Nationalist Party (BNP) (48.4%), Bangladesh Jamaat-e-Islami (Jamaat) (42.8%), Independent Candidate (Independent) (5.0%)",173864,0.484208,153816,0.428374,-,-,153816,0.428374,173864,0.484208,-,-,-,-,-,-,-,-,153816,-,-,-,-,-,-,-,-,-,-,173864,-,-,-,-,-,-,-,-,-,-,-,-,18088,-,9058,-,-,-,-,4243,-,-,-,-,-,-,-,-,-
Naogaon 2,372436,278639,"Md. Enamul Haque (Bangladesh Jamaat-e-Islami (Jamaat)) 50.8%, Md. Shamsuzzoha Khan (Bangladesh Nationalist Party (BNP)) 48.3%, Md. Matibul Islam (Amar Bangladesh Party (AB)) 0.9%","Bangladesh Jamaat-e-Islami (Jamaat) (50.8%), Bangladesh Nationalist Party (BNP) (48.3%), Amar Bangladesh Party (AB) (0.9%)",134533,0.482822,141526,0.507919,-,-,144106,0.517178,134533,0.482822,-,-,-,2580,-,-,-,-,141526,-,-,-,-,-,-,-,-,-,-,134533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Naogaon 3,440785,314202,"Md. Fazle Huda (Bangladesh Nationalist Party (BNP)) 53.1%, Md. Mahfuzur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 38.0%, Parvez Arefin Siddiqui (Independent Candidate (Independent)) 5.7%","Bangladesh Nationalist Party (BNP) (53.1%), Bangladesh Jamaat-e-Islami (Jamaat) (38.0%), Independent Candidate (Independent) (5.7%)",166889,0.531152,119421,0.380077,-,-,119421,0.380077,166889,0.531152,-,-,-,-,-,-,-,-,119421,-,-,-,-,-,-,-,-,-,195,166889,-,-,-,1233,-,-,-,-,-,-,-,-,17952,-,3643,-,-,-,-,4869,-,-,-,-,-,-,-,-,-
Naogaon 4,333862,236470,"Ikramul Bari Tipu (Bangladesh Nationalist Party (BNP)) 56.6%, Md. Abdur Rakib (Bangladesh Jamaat-e-Islami (Jamaat)) 41.3%, Dr. S. M. Fazlur Rahman (Communist Party of Bangladesh (CPB)) 1.0%","Bangladesh Nationalist Party (BNP) (56.6%), Bangladesh Jamaat-e-Islami (Jamaat) (41.3%), Communist Party of Bangladesh (CPB) (1.0%)",133924,0.566347,97585,0.412674,-,-,97585,0.412674,133924,0.566347,-,-,-,-,-,-,-,-,97585,-,-,-,-,-,-,-,-,-,-,133924,-,-,-,-,-,-,2313,-,-,-,-,-,712,-,609,-,-,-,-,1327,-,-,-,-,-,-,-,-,-
Naogaon 5,363030,179770,"Md. Zahidul Islam Dhalu (Bangladesh Nationalist Party (BNP)) 72.0%, Abu Sadat Md. Sayem (Bangladesh Jamaat-e-Islami (Jamaat)) 24.1%, Md. Abdur Rahman (Islami Andolan Bangladesh (IAB)) 2.3%","Bangladesh Nationalist Party (BNP) (72.0%), Bangladesh Jamaat-e-Islami (Jamaat) (24.1%), Islami Andolan Bangladesh (IAB) (2.3%)",129385,0.719725,43367,0.241236,-,-,43367,0.241236,129385,0.719725,-,-,-,-,-,-,-,-,43367,-,-,-,-,-,-,-,-,-,-,129385,-,-,-,-,-,-,741,-,-,-,-,-,-,-,4101,-,-,-,-,2176,-,-,-,-,-,-,-,-,-
Naogaon 6,345416,228521,"Sheikh Md. Rezaul Islam (Bangladesh Nationalist Party (BNP)) 47.6%, Md. Khabirul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 42.7%, Alamgir Kabir (Independent Candidate (Independent)) 8.6%","Bangladesh Nationalist Party (BNP) (47.6%), Bangladesh Jamaat-e-Islami (Jamaat) (42.7%), Independent Candidate (Independent) (8.6%)",108866,0.476394,97629,0.427221,-,-,97629,0.427221,108866,0.476394,-,-,-,-,-,-,-,-,97629,-,-,-,-,-,-,-,-,-,-,108866,-,555,-,-,-,-,-,-,-,-,-,-,19638,-,1833,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rajshahi 1,468780,343858,"Md. Mujibur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 50.0%, Md. Sharif Uddin (Bangladesh Nationalist Party (BNP)) 49.4%, Md. Abdur Rahman (Amar Bangladesh Party (AB)) 0.3%","Bangladesh Jamaat-e-Islami (Jamaat) (50.0%), Bangladesh Nationalist Party (BNP) (49.4%), Amar Bangladesh Party (AB) (0.3%)",169902,0.494105,171786,0.499584,-,-,172886,0.502783,170309,0.495289,-,-,-,1100,-,-,-,-,171786,-,-,-,-,-,-,-,-,-,-,169902,-,-,-,-,-,-,-,-,-,-,-,407,663,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rajshahi 2,369564,231442,"Md. Mizanur Rahman Minu (Bangladesh Nationalist Party (BNP)) 55.5%, Mohammad Jahangir (Bangladesh Jamaat-e-Islami (Jamaat)) 43.4%, Saleh Ahmed (Independent Candidate (Independent)) 0.3%","Bangladesh Nationalist Party (BNP) (55.5%), Bangladesh Jamaat-e-Islami (Jamaat) (43.4%), Independent Candidate (Independent) (0.3%)",128546,0.555413,100370,0.433672,552,0.002385,101543,0.438741,128546,0.555413,-,-,-,786,-,-,-,-,100370,-,-,-,-,-,387,-,-,-,-,128546,-,-,-,-,-,-,-,-,-,-,-,-,801,-,-,-,-,-,-,-,-,-,-,552,-,-,-,-,-
Rajshahi 3,423738,319261,"Mohammad Shafiqul Haque Milon (Bangladesh Nationalist Party (BNP)) 55.2%, Md. Abul Kalam Azad (Bangladesh Jamaat-e-Islami (Jamaat)) 43.2%, Md. Afzal Hossain (Jatiya Party (JaPa)) 0.7%","Bangladesh Nationalist Party (BNP) (55.2%), Bangladesh Jamaat-e-Islami (Jamaat) (43.2%), Jatiya Party (JaPa) (0.7%)",176318,0.552269,137927,0.43202,-,-,137927,0.43202,176318,0.552269,-,-,295,-,-,-,-,-,137927,-,-,-,-,-,-,-,-,-,-,176318,-,-,-,-,-,-,-,-,-,-,-,-,1177,-,1154,-,-,-,-,2390,-,-,-,-,-,-,-,-,-
Rajshahi 4,319909,227116,"Md. Abdul Bari Sardar (Bangladesh Jamaat-e-Islami (Jamaat)) 50.7%, D. M. D. Ziaur Rahman (Bangladesh Nationalist Party (BNP)) 48.2%, Md. Fazlul Haque (Jatiya Party (JaPa)) 0.8%","Bangladesh Jamaat-e-Islami (Jamaat) (50.7%), Bangladesh Nationalist Party (BNP) (48.2%), Jatiya Party (JaPa) (0.8%)",109461,0.481961,115226,0.507344,-,-,115226,0.507344,109461,0.481961,-,-,-,-,-,-,-,-,115226,-,-,-,-,-,-,-,-,-,-,109461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,670,-,-,-,-,1759,-,-,-,-,-,-,-,-,-
Rajshahi 5,353174,237798,"Professor Nazrul Islam (Bangladesh Nationalist Party (BNP)) 64.5%, Manjur Rahman (Bangladesh Jamaat-e-Islami (Jamaat)) 30.9%, Rezaul Karim (Independent Candidate (Independent)) 3.9%","Bangladesh Nationalist Party (BNP) (64.5%), Bangladesh Jamaat-e-Islami (Jamaat) (30.9%), Independent Candidate (Independent) (3.9%)",153425,0.64519,73445,0.308855,-,-,73445,0.308855,153425,0.64519,-,-,-,-,-,-,-,-,73445,-,-,-,-,-,-,-,-,-,-,153425,-,-,-,-,-,938,-,-,-,-,-,-,9370,-,620,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rajshahi 6,357054,246195,"Md. Abu Sayeed Chand (Bangladesh Nationalist Party (BNP)) 60.4%, Md. Nazmul Haque (Bangladesh Jamaat-e-Islami (Jamaat)) 37.8%, Md. Iqbal Hossain (Jatiya Party (JaPa)) 1.2%","Bangladesh Nationalist Party (BNP) (60.4%), Bangladesh Jamaat-e-Islami (Jamaat) (37.8%), Jatiya Party (JaPa) (1.2%)",148672,0.603879,92965,0.377607,-,-,92965,0.377607,148672,0.603879,-,-,-,-,-,-,-,-,92965,-,-,-,-,-,-,-,-,-,-,148672,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1628,-,-,-,-,2930,-,-,-,-,-,-,-,-,-
Natore 1,368276,269338,"Farzana Sharmin (Bangladesh Nationalist Party (BNP)) 38.1%, Md. Abul Kalam Azad (Bangladesh Jamaat-e-Islami (Jamaat)) 33.6%, Md. Taiful Islam Tipu (Independent Candidate (Independent)) 27.2%","Bangladesh Nationalist Party (BNP) (38.1%), Bangladesh Jamaat-e-Islami (Jamaat) (33.6%), Independent Candidate (Independent) (27.2%)",102726,0.381402,90568,0.336262,557,0.002068,90568,0.336262,103581,0.384576,-,-,-,-,-,-,-,-,90568,-,-,-,-,-,-,-,-,-,-,102726,-,-,-,-,-,-,-,-,281,-,-,298,73368,-,1269,-,-,-,-,552,-,-,-,-,-,-,-,276,-
Natore 2,406886,299336,"M. Ruhul Quddus Talukder Dulu (Bangladesh Nationalist Party (BNP)) 54.4%, Md. Yunus Ali (Bangladesh Jamaat-e-Islami (Jamaat)) 43.5%, Mohammad Ali Siddiqui (Islami Andolan Bangladesh (IAB)) 0.9%","Bangladesh Nationalist Party (BNP) (54.4%), Bangladesh Jamaat-e-Islami (Jamaat) (43.5%), Islami Andolan Bangladesh (IAB) (0.9%)",162841,0.544007,130066,0.434515,464,0.00155,130066,0.434515,163305,0.545558,-,-,-,-,-,-,-,-,130066,-,-,-,-,-,-,-,-,-,-,162841,-,-,-,-,-,-,-,-,464,-,-,-,621,-,2757,-,-,-,-,2587,-,-,-,-,-,-,-,-,-
Natore 3,326872,228563,"Md. Anwarul Islam (Bangladesh Nationalist Party (BNP)) 52.4%, Md. Daudar Mahmud (Independent Candidate (Independent)) 29.3%, S. M. Zargis Qadir (National Citizen Party (NCP)) 9.1%","Bangladesh Nationalist Party (BNP) (52.4%), Independent Candidate (Independent) (29.3%), National Citizen Party (NCP) (9.1%)",119768,0.524004,-,-,-,-,20707,0.090596,119768,0.524004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119768,-,-,-,-,-,-,-,-,-,-,-,-,66864,-,19105,-,-,-,-,2119,-,-,-,-,20707,-,-,-,-
Natore 4,445172,312840,"Md. Abdul Aziz (Bangladesh Nationalist Party (BNP)) 54.5%, Md. Abdul Hakim (Bangladesh Jamaat-e-Islami (Jamaat)) 43.3%, Md. Emdadullah (Islami Andolan Bangladesh (IAB)) 1.2%","Bangladesh Nationalist Party (BNP) (54.5%), Bangladesh Jamaat-e-Islami (Jamaat) (43.3%), Islami Andolan Bangladesh (IAB) (1.2%)",170551,0.54517,135386,0.432764,-,-,135645,0.433592,170551,0.54517,-,-,-,259,-,-,-,-,135386,-,-,-,-,-,-,-,-,-,-,170551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3845,-,-,-,-,2799,-,-,-,-,-,-,-,-,-
Sirajganj 1,385024,229416,"Md. Selim Reza (Bangladesh Nationalist Party (BNP)) 50.8%, Md. Shahinur Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 47.4%, Md. Jahurul Islam (Jatiya Party (JaPa)) 1.0%","Bangladesh Nationalist Party (BNP) (50.8%), Bangladesh Jamaat-e-Islami (Jamaat) (47.4%), Jatiya Party (JaPa) (1.0%)",116613,0.508304,108815,0.474313,321,0.001399,108815,0.474313,117783,0.513404,-,-,-,-,-,-,-,-,108815,-,-,-,-,-,-,-,-,-,-,116613,-,-,-,-,-,-,-,-,-,-,-,1170,263,-,-,-,-,-,-,2234,-,-,-,321,-,-,-,-,-
Sirajganj 2,469878,320766,"Iqbal Hasan Mahmud (Bangladesh Nationalist Party (BNP)) 55.4%, Muhammad Zahidul Islam (Bangladesh Jamaat-e-Islami (Jamaat)) 43.3%, Md. Mohibullah (Islami Andolan Bangladesh (IAB)) 0.7%","Bangladesh Nationalist Party (BNP) (55.4%), Bangladesh Jamaat-e-Islami (Jamaat) (43.3%), Islami Andolan Bangladesh (IAB) (0.7%)",177578,0.553606,138797,0.432705,-,-,138797,0.432705,177988,0.554884,-,-,-,-,-,-,-,-,138797,-,-,-,-,-,-,-,-,-,-,177578,-,-,-,864,-,-,769,-,-,-,-,410,-,-,2167,-,-,-,181,-,-,-,-,-,-,-,-,-,-
Sirajganj 3,444427,293896,"Md. Ainul Haque (Bangladesh Nationalist Party (BNP)) 59.4%, Md. Abdur Rauf Sarkar (Bangladesh Khelafat Majlish (BKM)) 39.7%, Md. Fazlul Haque (Jatiya Party (JaPa)) 0.6%","Bangladesh Nationalist Party (BNP) (59.4%), Bangladesh Khelafat Majlish (BKM) (39.7%), Jatiya Party (JaPa) (0.6%)",174430,0.593509,-,-,-,-,116802,0.397426,174430,0.593509,-,-,-,-,-,-,-,-,-,-,-,-,-,116802,-,-,-,-,-,174430,-,-,-,-,-,-,-,-,-,-,-,-,1006,-,-,-,-,-,-,1658,-,-,-,-,-,-,-,-,-
Sirajganj 4,475821,327274,"Md. Rafiqul Islam Khan (Bangladesh Jamaat-e-Islami (Jamaat)) 49.5%, M. Akbar Ali (Bangladesh Nationalist Party (BNP)) 49.3%, Abdur Rahman (Islami Andolan Bangladesh (IAB)) 0.7%","Bangladesh Jamaat-e-Islami (Jamaat) (49.5%), Bangladesh Nationalist Party (BNP) (49.3%), Islami Andolan Bangladesh (IAB) (0.7%)",161278,0.492792,161872,0.494607,-,-,161872,0.494607,161278,0.492792,-,-,-,-,-,-,-,-,161872,-,-,-,-,-,-,-,-,-,-,161278,-,-,-,-,-,-,695,-,-,-,-,-,-,-,2216,-,-,-,-,1213,-,-,-,-,-,-,-,-,-
Sirajganj 5,426321,635960,"Md. Amirul Islam Khan (Bangladesh Nationalist Party (BNP)) 92.5%, Md. Ali Alam (Bangladesh Jamaat-e-Islami (Jamaat)) 7.5%, Nurun Nabi (Islami Andolan Bangladesh (IAB)) 0.0%","Bangladesh Nationalist Party (BNP) (92.5%), Bangladesh Jamaat-e-Islami (Jamaat) (7.5%), Islami Andolan Bangladesh (IAB) (0.0%)",588084,0.924719,47876,0.075281,-,-,47876,0.075281,588084,0.924719,-,-,-,-,-,-,-,-,47876,-,-,-,-,-,-,-,-,-,-,588084,-,-,-,-,-,-,0,-,-,-,-,0,-,-,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-
