seat_name,division,district,total_voters,total_votes,top_three_candidates,top_three,bnp_votes,bnp_ratio,jamaat_votes,jamaat_ratio,democracy_platform_votes,democracy_platform_ratio,eleven_party_alliance_votes,eleven_party_alliance_ratio,bnp_alliance_votes,bnp_alliance_ratio,bnp_vs_eleven_party_alliance_votes,bnp_vs_eleven_party_alliance_ratio,Am Janata Party,Amar Bangladesh Party (AB),Amjanatar Dol,Bangladesh Congress,Bangladesh Cultural Liberation Front (Muktijot),Bangladesh Development Party,Bangladesh Development Party (BDP),Bangladesh Islami Front,Bangladesh Islami Front (BIF),Bangladesh Jamaat-e-Islami (Jamaat),Bangladesh Jatiya Party (BJP),Bangladesh Jatiya Party (Matin),Bangladesh Jatiya Samajtantrik Dal (Bangladesh JaSad),Bangladesh Kallyan Party (BKP),Bangladesh Khelafat Andolon (BKA),Bangladesh Khelafat Majlish (BKM),Bangladesh Labour Party,Bangladesh Liberal Democratic Party (LDP),Bangladesh Minority Janata Party (BMJP),Bangladesh Minority People’s Party (BMJP),Bangladesh Muslim League (BML),Bangladesh National Awami Party (Bangladesh NAP),Bangladesh National Awami Party–Bangladesh NAP (BNAP),Bangladesh Nationalist Front (BNF),Bangladesh Nationalist Party (BNP),Bangladesh Nezam-e-Islam Party,Bangladesh Nezame Islam Party (BNIP),Bangladesh Republican Party (BRP),Bangladesh Samajtantrik Dal (Basad),Bangladesh Samo Odhikar Party (BEP),Bangladesh Sangskritik Muktijote (BSM),Bangladesh Socialist Party (BASAD),Bangladesh Socialist Party (Marxist),Bangladesh Somo Odhikar Party (BEP),Bangladesh Supreme Party (BSP),Communist Party of Bangladesh (CPB),Ganatantri Party (GP),Ganosanhati Andolan (GSA),Gono Forum (GF),Gono Front,Gono Front (GF),Gono Odhikar Parishad (GOP),Independent Candidate (Independent),Insaniyat Biplob Bangladesh,Insaniyat Biplob Bangladesh (IBB),Islami Andolan Bangladesh (IAB),Islami Oikya Jote (IOJ),Islamic Front Bangladesh (IFB),JAGPA,Jamiat Ulema-e-Islam Bangladesh,Jamiat Ulema-e-Islam Bangladesh (JUIB),Janata Party,Janotar Dol,Jatiya Ganatantrik Party (JAGPA),Jatiya Party (JaPa),Jatiya Party (Manju) (JP–Manju),Jatiya Samajtantrik Dal (JSD),Liberal Democratic Party (LDP),My Bangladesh Party (AB Party),Nagorik Oikya (NO),National Citizen Party (NCP),National People's Party (NPP),Nationalist Democratic Movement (NDM),Revolutionary Workers Party of Bangladesh (RWPB),Socialist Party of Bangladesh (Marxist) (SPB-M),Unique - Akhtar Sultana,Unique - Govinda Chandra Pramanik,Zaker Party (ZP),comments,winner_verification
Habiganj 2,Sylhet,Habiganj,394756.0,195577,"Bangladesh Nationalist Party (BNP) 64.7%, Bangladesh Khelafat Majlish (BKM) 33.6%, Independent Candidate (Independent) 0.9%","Bangladesh Nationalist Party (BNP) (64.7%), Bangladesh Khelafat Majlish (BKM) (33.6%), Independent Candidate (Independent) (0.9%)",126583,0.647228,-,-,-,-,65762,0.336246,126583,0.647228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65762,-,-,-,-,-,-,-,-,126583,-,-,-,-,-,-,448,-,-,-,-,-,-,-,-,-,-,1843,-,-,-,-,-,-,-,-,-,-,-,941,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Habiganj 3,Sylhet,Habiganj,419573.0,223148,"Bangladesh Nationalist Party (BNP) 63.8%, Bangladesh Jamaat-e-Islami (Jamaat) 20.4%, Bangladesh Islami Front 6.3%","Bangladesh Nationalist Party (BNP) (63.8%), Bangladesh Jamaat-e-Islami (Jamaat) (20.4%), Bangladesh Islami Front (6.3%)",142348,0.637908,45568,0.204205,-,-,45568,0.204205,142348,0.637908,-,-,-,-,-,-,132,-,-,14133,-,45568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142348,-,-,-,-,-,132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5443,-,14133,-,-,-,-,-,-,1259,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Habiganj 4,Sylhet,Habiganj,552711.0,471908,"Bangladesh Nationalist Party (BNP) 39.9%, Bangladesh Islami Front 17.9%, Bangladesh Islami Front (BIF) 17.9%","Bangladesh Nationalist Party (BNP) (39.9%), Bangladesh Islami Front (17.9%), Bangladesh Islami Front (BIF) (17.9%)",188072,0.398535,-,-,329,0.000697,26466,0.056083,188072,0.398535,-,-,-,-,-,-,484,-,-,84323,84323,-,-,-,-,-,-,26466,-,-,-,-,536,-,-,-,188072,-,-,-,329,-,484,329,-,-,-,-,-,-,-,-,-,-,1271,484,484,-,-,84323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jamalpur 1,Mymensingh,Jamalpur,431707.0,267317,"Bangladesh Nationalist Party (BNP) 65.0%, Bangladesh Jamaat-e-Islami (Jamaat) 35.0%","Bangladesh Nationalist Party (BNP) (65.0%), Bangladesh Jamaat-e-Islami (Jamaat) (35.0%)",173656,0.649626,93661,0.350374,-,-,93661,0.350374,173656,0.649626,-,-,-,-,-,-,-,-,-,-,-,93661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173656,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jamalpur 2,Mymensingh,Jamalpur,282103.0,160181,"Bangladesh Nationalist Party (BNP) 59.8%, Bangladesh Jamaat-e-Islami (Jamaat) 39.0%, Islami Andolan Bangladesh (IAB) 1.1%","Bangladesh Nationalist Party (BNP) (59.8%), Bangladesh Jamaat-e-Islami (Jamaat) (39.0%), Islami Andolan Bangladesh (IAB) (1.1%)",95860,0.598448,62434,0.389772,-,-,62434,0.389772,95860,0.598448,-,-,-,-,-,-,-,-,-,-,-,62434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,95860,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,174,-,-,1713,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jamalpur 3,Mymensingh,Jamalpur,539504.0,310120,"Bangladesh Nationalist Party (BNP) 66.9%, Bangladesh Jamaat-e-Islami (Jamaat) 26.3%, Independent Candidate (Independent) 5.4%","Bangladesh Nationalist Party (BNP) (66.9%), Bangladesh Jamaat-e-Islami (Jamaat) (26.3%), Independent Candidate (Independent) (5.4%)",207412,0.668812,81430,0.262576,643,0.002073,81430,0.262576,208467,0.672214,-,-,-,-,-,-,-,-,-,-,-,81430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,207412,-,-,-,-,-,-,-,-,-,-,-,-,643,-,-,-,412,16691,-,-,2546,-,-,-,-,-,-,-,-,986,-,-,-,-,-,-,-,-,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=10,807, DT=22,575); Jatiya Party (JaPa): no consensus, used median (TBS=844, DT=1,128)",Winner confirmed by TBS+DS+BSS+DT
Jamalpur 4,Mymensingh,Jamalpur,304992.0,195731,"Bangladesh Nationalist Party (BNP) 75.3%, Bangladesh Jamaat-e-Islami (Jamaat) 23.0%, Communist Party of Bangladesh (CPB) 0.7%","Bangladesh Nationalist Party (BNP) (75.3%), Bangladesh Jamaat-e-Islami (Jamaat) (23.0%), Communist Party of Bangladesh (CPB) (0.7%)",147406,0.753105,44947,0.229637,379,0.001936,44947,0.229637,147789,0.755062,-,-,-,-,-,-,-,-,-,-,-,44947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,147406,-,-,-,-,-,-,-,-,-,-,1314,-,-,-,-,-,383,-,-,-,1302,-,-,-,-,-,-,-,-,-,-,-,-,-,379,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jamalpur 5,Mymensingh,Jamalpur,576810.0,326196,"Bangladesh Nationalist Party (BNP) 61.1%, Bangladesh Jamaat-e-Islami (Jamaat) 34.7%, Islami Andolan Bangladesh (IAB) 1.3%","Bangladesh Nationalist Party (BNP) (61.1%), Bangladesh Jamaat-e-Islami (Jamaat) (34.7%), Islami Andolan Bangladesh (IAB) (1.3%)",199344,0.611117,113201,0.347034,580,0.001778,113201,0.347034,199883,0.61277,-,-,-,-,-,225,-,-,-,-,-,113201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199344,-,-,-,-,-,-,-,-,-,-,547,-,-,-,-,-,539,-,-,-,4282,-,-,-,-,-,-,-,-,3739,3739,580,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 1,Khulna,Jashore,311633,215801,"Bangladesh Jamaat-e-Islami (Jamaat) 55.2%, Bangladesh Nationalist Party (BNP) 43.3%, Islami Andolan Bangladesh (IAB) 0.8%","Bangladesh Jamaat-e-Islami (Jamaat) (55.2%), Bangladesh Nationalist Party (BNP) (43.3%), Islami Andolan Bangladesh (IAB) (0.8%)",93542,0.433464,119093,0.551865,-,-,119093,0.551865,93542,0.433464,-,-,-,-,-,-,-,-,-,-,-,119093,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1768,-,-,-,-,-,-,-,-,1398,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 2,Khulna,Jashore,484866,335363,"Bangladesh Jamaat-e-Islami (Jamaat) 54.0%, Bangladesh Nationalist Party (BNP) 43.7%, Islami Andolan Bangladesh (IAB) 1.7%","Bangladesh Jamaat-e-Islami (Jamaat) (54.0%), Bangladesh Nationalist Party (BNP) (43.7%), Islami Andolan Bangladesh (IAB) (1.7%)",146447,0.436682,180965,0.539609,472,0.001407,181381,0.54085,146447,0.436682,-,-,-,416,-,-,-,-,-,-,-,180965,-,-,-,-,-,-,-,-,-,-,-,-,-,233,146447,-,-,-,472,-,-,472,-,-,-,-,-,-,-,-,-,-,577,-,-,5781,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 3,Khulna,Jashore,613460,409825,"Bangladesh Nationalist Party (BNP) 49.1%, Bangladesh Jamaat-e-Islami (Jamaat) 45.7%, Islami Andolan Bangladesh (IAB) 3.3%","Bangladesh Nationalist Party (BNP) (49.1%), Bangladesh Jamaat-e-Islami (Jamaat) (45.7%), Islami Andolan Bangladesh (IAB) (3.3%)",201339,0.49128,187463,0.457422,-,-,187463,0.457422,201339,0.49128,-,-,-,-,-,-,-,-,-,-,-,187463,-,-,-,-,-,-,-,-,-,-,-,-,-,-,201339,-,-,-,-,-,-,-,-,-,-,753,-,-,-,-,-,-,-,-,-,13322,-,-,1772,-,-,-,-,1772,3404,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 4,Khulna,Jashore,458531,326793,"Bangladesh Jamaat-e-Islami (Jamaat) 54.1%, Bangladesh Nationalist Party (BNP) 40.4%, Islami Andolan Bangladesh (IAB) 3.6%","Bangladesh Jamaat-e-Islami (Jamaat) (54.1%), Bangladesh Nationalist Party (BNP) (40.4%), Islami Andolan Bangladesh (IAB) (3.6%)",131917,0.403671,176912,0.541358,-,-,177213,0.542279,132174,0.404458,-,-,-,-,-,-,-,-,-,-,-,176912,-,-,-,-,-,301,-,-,1510,1510,-,-,-,-,131917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,257,797,-,-,11838,-,-,-,-,-,-,-,-,1751,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 5,Khulna,Jashore,374252,279441,"Bangladesh Jamaat-e-Islami (Jamaat) 47.6%, Independent Candidate (Independent) 30.4%, Bangladesh Nationalist Party (BNP) 19.6%","Bangladesh Jamaat-e-Islami (Jamaat) (47.6%), Independent Candidate (Independent) (30.4%), Bangladesh Nationalist Party (BNP) (19.6%)",54875,0.196374,132876,0.475506,-,-,132876,0.475506,54875,0.196374,-,-,-,-,-,-,-,-,-,-,-,132876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54875,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85045,-,-,4400,-,-,-,-,-,-,-,-,2245,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jashore 6,Khulna,Jashore,229163,175322,"Bangladesh Jamaat-e-Islami (Jamaat) 52.6%, Bangladesh Nationalist Party (BNP) 45.7%, Islami Andolan Bangladesh (IAB) 0.7%","Bangladesh Jamaat-e-Islami (Jamaat) (52.6%), Bangladesh Nationalist Party (BNP) (45.7%), Islami Andolan Bangladesh (IAB) (0.7%)",80141,0.457107,92234,0.526083,-,-,92906,0.529916,80141,0.457107,-,-,-,672,-,-,-,-,-,-,-,92234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1285,-,-,-,-,-,-,-,-,990,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jhalokathi 1,Barishal,Jhalokathi,228431,128251,"Bangladesh Nationalist Party (BNP) 48.4%, Bangladesh Jamaat-e-Islami (Jamaat) 43.0%, Islami Andolan Bangladesh (IAB) 6.0%","Bangladesh Nationalist Party (BNP) (48.4%), Bangladesh Jamaat-e-Islami (Jamaat) (43.0%), Islami Andolan Bangladesh (IAB) (6.0%)",62010,0.483505,55120,0.429782,110,0.000858,55120,0.429782,62142,0.484534,-,-,-,-,-,-,-,-,-,-,-,55120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132,938,-,-,7744,-,-,-,-,-,63,63,-,2071,-,110,-,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=321, DT=3,821)",Winner confirmed by TBS+DS+BSS+DT
Jhalokathi 2,Barishal,Jhalokathi,365397,212164,"Bangladesh Nationalist Party (BNP) 53.5%, Bangladesh Jamaat-e-Islami (Jamaat) 33.3%, Islami Andolan Bangladesh (IAB) 11.6%","Bangladesh Nationalist Party (BNP) (53.5%), Bangladesh Jamaat-e-Islami (Jamaat) (33.3%), Islami Andolan Bangladesh (IAB) (11.6%)",113419,0.534582,70556,0.332554,105,0.000495,70556,0.332554,113631,0.535581,-,-,-,-,-,-,-,-,-,-,-,70556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212,3202,-,-,24543,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,127,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jhenaidah 1,Khulna,Jhenaidah,325278.0,232633,"Bangladesh Nationalist Party (BNP) 74.5%, Bangladesh Jamaat-e-Islami (Jamaat) 24.5%, Jatiya Party (JaPa) 0.4%","Bangladesh Nationalist Party (BNP) (74.5%), Bangladesh Jamaat-e-Islami (Jamaat) (24.5%), Jatiya Party (JaPa) (0.4%)",173381,0.745298,57055,0.245258,-,-,57665,0.24788,173381,0.745298,-,-,-,610,-,-,-,-,-,-,-,57055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,173381,-,-,-,-,-,-,-,309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,969,-,-,-,-,-,-,-,-,-,309,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jhenaidah 2,Khulna,Jhenaidah,506640.0,378488,"Bangladesh Jamaat-e-Islami (Jamaat) 51.7%, Bangladesh Nationalist Party (BNP) 46.5%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (51.7%), Bangladesh Nationalist Party (BNP) (46.5%), Islami Andolan Bangladesh (IAB) (1.2%)",175984,0.464966,195702,0.517063,340,0.000898,195702,0.517063,175984,0.464966,-,-,-,-,-,-,-,-,-,-,-,195702,-,-,-,-,-,-,-,-,-,-,-,-,-,-,175984,-,-,-,340,-,-,340,-,-,-,557,-,-,-,-,-,-,-,-,-,4571,-,-,-,-,-,-,-,-,994,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jhenaidah 3,Khulna,Jhenaidah,431015.0,329886,"Bangladesh Jamaat-e-Islami (Jamaat) 53.3%, Bangladesh Nationalist Party (BNP) 45.4%, Islami Andolan Bangladesh (IAB) 1.2%","Bangladesh Jamaat-e-Islami (Jamaat) (53.3%), Bangladesh Nationalist Party (BNP) (45.4%), Islami Andolan Bangladesh (IAB) (1.2%)",149821,0.45416,175857,0.533084,-,-,175857,0.533084,150209,0.455336,-,-,-,-,-,-,-,-,-,-,-,175857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149821,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,388,-,-,-,3820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Jhenaidah 4,Khulna,Jhenaidah,333464.0,254590,"Bangladesh Jamaat-e-Islami (Jamaat) 41.6%, Independent Candidate (Independent) 30.3%, Bangladesh Nationalist Party (BNP) 26.2%","Bangladesh Jamaat-e-Islami (Jamaat) (41.6%), Independent Candidate (Independent) (30.3%), Bangladesh Nationalist Party (BNP) (26.2%)",66664,0.261848,105999,0.416352,-,-,105999,0.416352,66664,0.261848,-,-,-,-,-,-,-,-,-,-,-,105999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66664,-,-,-,-,-,-,-,-,-,-,-,-,-,267,-,-,-,77140,-,-,3907,-,-,-,-,-,-,-,-,613,-,-,-,-,-,-,-,-,-,-,-,-,-,"Bangladesh Nationalist Party (BNP): no consensus, used median (TBS=77,104, DT=56,224)",Winner confirmed by TBS+DS+BSS+DT
Joypurhat 1,Rajshahi,Joypurhat,466274.0,349463,"Bangladesh Jamaat-e-Islami (Jamaat) 47.3%, Bangladesh Nationalist Party (BNP) 44.4%, Independent Candidate (Independent) 3.8%","Bangladesh Jamaat-e-Islami (Jamaat) (47.3%), Bangladesh Nationalist Party (BNP) (44.4%), Independent Candidate (Independent) (3.8%)",155309,0.444422,165192,0.472702,578,0.001654,165192,0.472702,155309,0.444422,-,-,-,-,-,-,-,-,-,-,-,165192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155309,-,-,-,578,-,-,578,617,-,-,-,-,-,-,-,-,-,13286,-,-,-,-,-,-,-,-,-,-,-,13286,-,-,-,-,-,-,-,-,-,617,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Joypurhat 2,Rajshahi,Joypurhat,351572.0,252137,"Bangladesh Nationalist Party (BNP) 62.7%, Bangladesh Jamaat-e-Islami (Jamaat) 36.7%, Amar Bangladesh Party (AB) 0.6%","Bangladesh Nationalist Party (BNP) (62.7%), Bangladesh Jamaat-e-Islami (Jamaat) (36.7%), Amar Bangladesh Party (AB) (0.6%)",158065,0.626901,92517,0.366931,-,-,94072,0.373099,158065,0.626901,-,-,-,1555,-,-,-,-,-,-,-,92517,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Khagrachhari 1,Chattogram,Khagrachhari,554119,286378,"Bangladesh Nationalist Party (BNP) 52.7%, Independent Candidate (Independent) 23.9%, Bangladesh Jamaat-e-Islami (Jamaat) 20.4%","Bangladesh Nationalist Party (BNP) (52.7%), Independent Candidate (Independent) (23.9%), Bangladesh Jamaat-e-Islami (Jamaat) (20.4%)",151040,0.527415,58545,0.204433,-,-,58545,0.204433,151795,0.530051,-,-,-,-,-,-,-,-,-,-,-,58545,-,-,-,-,-,-,-,-,1030,1030,184,-,-,-,151040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,755,68315,683,683,3089,-,-,-,-,-,-,-,-,1024,-,-,-,-,-,-,-,-,-,-,-,-,-,"OVERRIDE Independent Candidate (Independent): 68,315 -> 68,315 (4-source verified)",Winner confirmed by DS+BSS+DT
Khulna 1,Khulna,Khulna,307103.0,207930,"Bangladesh Nationalist Party (BNP) 58.4%, Bangladesh Jamaat-e-Islami (Jamaat) 33.8%, Islami Andolan Bangladesh (IAB) 2.7%","Bangladesh Nationalist Party (BNP) (58.4%), Bangladesh Jamaat-e-Islami (Jamaat) (33.8%), Islami Andolan Bangladesh (IAB) (2.7%)",121352,0.583619,70346,0.338316,513,0.002467,70346,0.338316,121436,0.584023,-,-,-,-,-,-,-,-,-,169,881,70346,-,-,-,-,-,-,-,-,567,-,-,-,-,-,121352,-,-,-,-,169,-,-,-,169,-,4742,-,-,-,-,-,84,1604,-,-,5619,-,-,-,-,-,-,-,-,1715,-,513,-,-,-,-,-,-,-,-,-,-,-,"Jatiya Party (JaPa): no consensus, used median (TBS=630, DT=2,801)",Winner confirmed by TBS+DS+BSS+DT
Khulna 2,Khulna,Khulna,335241.0,189284,"Bangladesh Jamaat-e-Islami (Jamaat) 49.5%, Bangladesh Nationalist Party (BNP) 46.6%, Islami Andolan Bangladesh (IAB) 3.9%","Bangladesh Jamaat-e-Islami (Jamaat) (49.5%), Bangladesh Nationalist Party (BNP) (46.6%), Islami Andolan Bangladesh (IAB) (3.9%)",88197,0.465951,93789,0.495494,-,-,93789,0.495494,88197,0.465951,-,-,-,-,-,-,-,-,-,-,-,93789,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Khulna 3,Khulna,Khulna,254409.0,148781,"Bangladesh Nationalist Party (BNP) 50.3%, Bangladesh Jamaat-e-Islami (Jamaat) 44.4%, Islami Andolan Bangladesh (IAB) 3.8%","Bangladesh Nationalist Party (BNP) (50.3%), Bangladesh Jamaat-e-Islami (Jamaat) (44.4%), Islami Andolan Bangladesh (IAB) (3.8%)",74845,0.503055,66010,0.443672,246,0.001653,66010,0.443672,74845,0.503055,-,-,-,-,-,-,-,-,-,-,-,66010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74845,-,-,-,246,-,-,246,-,-,-,-,-,-,-,-,-,-,634,-,-,5705,-,-,-,-,-,-,-,-,954,-,-,-,-,-,-,-,141,-,-,-,-,-,"Independent Candidate (Independent): no consensus, used median (TBS=1,087, DT=181); Jatiya Party (JaPa): no consensus, used median (TBS=1,070, DT=838)",Winner confirmed by TBS+DS+BSS+DT
Khulna 4,Khulna,Khulna,378453.0,247755,"Bangladesh Nationalist Party (BNP) 49.7%, Bangladesh Khelafat Majlish (BKM) 44.2%, Islami Andolan Bangladesh (IAB) 5.4%","Bangladesh Nationalist Party (BNP) (49.7%), Bangladesh Khelafat Majlish (BKM) (44.2%), Islami Andolan Bangladesh (IAB) (5.4%)",123162,0.497112,-,-,-,-,109530,0.44209,123162,0.497112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,109530,-,-,-,-,-,-,-,-,123162,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,859,-,-,13345,-,-,-,-,-,-,-,-,859,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Khulna 5,Khulna,Khulna,402798.0,298209,"Bangladesh Nationalist Party (BNP) 49.9%, Bangladesh Jamaat-e-Islami (Jamaat) 49.0%, Communist Party of Bangladesh (CPB) 0.6%","Bangladesh Nationalist Party (BNP) (49.9%), Bangladesh Jamaat-e-Islami (Jamaat) (49.0%), Communist Party of Bangladesh (CPB) (0.6%)",148854,0.49916,146246,0.490414,-,-,146246,0.490414,148854,0.49916,-,-,-,-,-,-,-,-,-,-,-,146246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148854,-,-,-,-,-,-,-,-,-,-,1790,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1319,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Khulna 6,Khulna,Khulna,423331.0,282672,"Bangladesh Jamaat-e-Islami (Jamaat) 53.3%, Bangladesh Nationalist Party (BNP) 44.1%, Islami Andolan Bangladesh (IAB) 1.0%","Bangladesh Jamaat-e-Islami (Jamaat) (53.3%), Bangladesh Nationalist Party (BNP) (44.1%), Islami Andolan Bangladesh (IAB) (1.0%)",124710,0.441183,150724,0.533212,-,-,150724,0.533212,124710,0.441183,-,-,-,-,-,-,-,-,-,-,-,150724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,124710,-,-,-,-,-,-,-,-,-,-,1571,-,-,-,-,-,-,-,-,-,2950,-,-,-,-,-,-,-,-,2717,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kishoreganj 1,Dhaka,Kishoreganj,555136.0,266061,"Bangladesh Nationalist Party (BNP) 46.6%, Bangladesh Khelafat Majlish (BKM) 38.0%, Independent Candidate (Independent) 14.0%","Bangladesh Nationalist Party (BNP) (46.6%), Bangladesh Khelafat Majlish (BKM) (38.0%), Independent Candidate (Independent) (14.0%)",124035,0.46619,-,-,234,0.000879,101132,0.380108,124035,0.46619,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101132,-,-,-,-,-,-,-,-,124035,-,-,-,234,-,-,234,960,-,-,925,-,-,-,-,-,-,37334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,247,-,-,960,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kishoreganj 2,Dhaka,Kishoreganj,532516.0,272616,"Bangladesh Nationalist Party (BNP) 52.7%, Bangladesh Jamaat-e-Islami (Jamaat) 44.4%, Islami Andolan Bangladesh (IAB) 1.3%","Bangladesh Nationalist Party (BNP) (52.7%), Bangladesh Jamaat-e-Islami (Jamaat) (44.4%), Islami Andolan Bangladesh (IAB) (1.3%)",143669,0.527001,120975,0.443756,-,-,120975,0.443756,144064,0.52845,-,-,-,-,-,-,-,-,-,-,-,120975,-,-,-,-,-,-,-,-,-,-,-,-,-,222,143669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,395,1676,-,-,3566,-,-,-,-,-,-,-,-,2113,-,-,-,-,-,-,-,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
Kishoreganj 3,Dhaka,Kishoreganj,448625.0,228764,"Bangladesh Nationalist Party (BNP) 49.2%, Bangladesh Jamaat-e-Islami (Jamaat) 44.8%, Islami Andolan Bangladesh (IAB) 4.7%","Bangladesh Nationalist Party (BNP) (49.2%), Bangladesh Jamaat-e-Islami (Jamaat) (44.8%), Islami Andolan Bangladesh (IAB) (4.7%)",112466,0.491625,102476,0.447955,-,-,102476,0.447955,112466,0.491625,-,-,-,-,-,-,-,-,-,-,-,102476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112466,-,-,-,-,-,-,-,-,-,-,-,191,-,-,-,-,-,1487,-,-,10777,-,-,-,-,-,-,-,-,1249,-,-,-,-,-,-,118,-,-,-,-,-,-,,Winner confirmed by TBS+DS+BSS+DT
