seat,party,ec_votes,our_votes,diff,diff_pct
Manikganj 1,Gonodhikar Parishad - GOP,1059,1066,7,0.7
Manikganj 1,Independent,84005,84784,779,0.9
Manikganj 1,Islamic Andolan Bangladesh,3215,3247,32,1.0
Manikganj 1,Jonotar Dol,279,283,4,1.4
Manikganj 2,Bangladesh Nationalist Party - BNP,174631,175776,1145,0.7
Manikganj 2,Islamic Andolan Bangladesh,3797,3847,50,1.3
Manikganj 2,Jatiya Party,6989,7081,92,1.3
Manikganj 2,Khelafat Majlis,79831,81531,1700,2.1
Manikganj 3,Bangladesh Jatiyo Samajtantrik Dal - Jasod,3448,0,-3448,-100.0
Manikganj 3,Bangladesh Khelafat Majlis,62886,0,-62886,-100.0
Manikganj 3,Bangladesh Nationalist Party - BNP,166174,167345,1171,0.7
Manikganj 3,Independent,24633,24845,212,0.9
Manikganj 3,Islamic Andolan Bangladesh,2741,2787,46,1.7
Manikganj 3,Jatiya Party,1942,1966,24,1.2
Manikganj 3,Jatiya Samajtantrik Dal - JSD,0,3510,3510,0
Manikganj 3,Khelafat Majlis,0,64242,64242,0
Manikganj 3,National Party - JP,1330,1337,7,0.5
Meherpur 1,Bangladesh Jamaat-e-Islami,121461,123271,1810,1.5
Meherpur 1,Bangladesh Nationalist Party - BNP,104787,105441,654,0.6
Meherpur 1,Communist Party of Bangladesh,781,792,11,1.4
Meherpur 1,Jatiya Party,1390,1429,39,2.8
Meherpur 2,Bangladesh Jamaat-e-Islami,94658,96306,1648,1.7
Meherpur 2,Bangladesh Nationalist Party - BNP,85455,85988,533,0.6
Meherpur 2,Jatiya Party,1791,1791,0,0.0
Moulvibazar 1,,6355,0,-6355,-100.0
Moulvibazar 1,Bangladesh Jamaat-e-Islami,79619,83013,3394,4.3
Moulvibazar 1,Bangladesh Nationalist Party - BNP,97534,98282,748,0.8
Moulvibazar 1,Gonodhikar Parishad - GOP,219,0,-219,-100.0
Moulvibazar 1,Gonofront,173,0,-173,-100.0
Moulvibazar 1,Independent,0,0,0,0
Moulvibazar 1,Jatiya Party,1356,0,-1356,-100.0
Moulvibazar 2,,25272,0,-25272,-100.0
Moulvibazar 2,Bangladesh Jamaat-e-Islami,51153,53458,2305,4.5
Moulvibazar 2,Bangladesh Nationalist Party - BNP,67721,88381,20660,30.5
Moulvibazar 2,Bangladesh Samajtantrik Dal (Marxist),574,0,-574,-100.0
Moulvibazar 2,Independent,15747,0,-15747,-100.0
Moulvibazar 2,Islamic Andolan Bangladesh,502,0,-502,-100.0
Moulvibazar 2,Jatiya Party,481,0,-481,-100.0
Moulvibazar 3,Bangladesh Jamaat-e-Islami,75397,77636,2239,3.0
Moulvibazar 3,Bangladesh Nationalist Party - BNP,155342,156757,1415,0.9
Moulvibazar 3,Communist Party of Bangladesh,1658,0,-1658,-100.0
Moulvibazar 3,Khelafat Majlis,4302,1361,-2941,-68.4
Moulvibazar 4,Bangladesh Khelafat Majlis,49189,0,-49189,-100.0
Moulvibazar 4,Bangladesh Nationalist Party - BNP,169608,170877,1269,0.7
Moulvibazar 4,Bangladesh Samajtantrik Dal - BASAD,979,0,-979,-100.0
Moulvibazar 4,Independent,33911,33911,0,0.0
Moulvibazar 4,Jatiya Party,910,0,-910,-100.0
Moulvibazar 4,Jatiyo Nagorik Party - NCP,4275,71,-4204,-98.3
Moulvibazar 4,Khelafat Majlis,0,50204,50204,0
Munshiganj 1,Bangladesh Jamaat-e-Islami,98192,101568,3376,3.4
Munshiganj 1,Bangladesh Nationalist Party - BNP,165714,167562,1848,1.1
Munshiganj 1,Communist Party of Bangladesh,420,443,23,5.5
Munshiganj 1,Independent,30394,30678,284,0.9
Munshiganj 1,Insaniyat Biplob Bangladesh,312,320,8,2.6
Munshiganj 1,Islamic Andolan Bangladesh,8917,9039,122,1.4
Munshiganj 2,Bangladesh Islami Front,0,651,651,0
Munshiganj 2,Bangladesh Nationalist Party - BNP,119836,121154,1318,1.1
Munshiganj 2,Islamic Andolan Bangladesh,13213,13387,174,1.3
Munshiganj 2,Islamic Front Bangladesh,637,0,-637,-100.0
Munshiganj 2,Jatiya Party,2805,2857,52,1.9
Munshiganj 2,Jatiyo Nagorik Party - NCP,56750,58573,1823,3.2
Munshiganj 3,Bangladesh Khelafat Majlis,51662,0,-51662,-100.0
Munshiganj 3,Bangladesh Labour Party,291,155,-136,-46.7
Munshiganj 3,Bangladesh Nationalist Party - BNP,122666,124691,2025,1.7
Munshiganj 3,Biplabi Workers Party,165,174,9,5.5
Munshiganj 3,Communist Party of Bangladesh,294,304,10,3.4
Munshiganj 3,Independent,88133,88936,803,0.9
Munshiganj 3,Islamic Andolan Bangladesh,6268,6392,124,2.0
Munshiganj 3,Jatiya Party,764,804,40,5.2
Munshiganj 3,Khelafat Majlis,0,54456,54456,0
Mymensingh 1,Bangladesh Khelafat Majlis,52607,0,-52607,-100.0
Mymensingh 1,Bangladesh Labour Party,272,274,2,0.7
Mymensingh 1,Bangladesh Nationalist Party - BNP,101070,101926,856,0.8
Mymensingh 1,Bangladesh Samajtantrik Dal (Marxist),220,224,4,1.8
Mymensingh 1,Communist Party of Bangladesh,169,174,5,3.0
Mymensingh 1,Independent,107241,108265,1024,1.0
Mymensingh 1,Islamic Andolan Bangladesh,3094,3125,31,1.0
Mymensingh 1,Khelafat Majlis,0,53222,53222,0
Mymensingh 10,Bangladesh Jamaat-e-Islami,64183,66063,1880,2.9
Mymensingh 10,Bangladesh Nationalist Party - BNP,74650,75585,935,1.3
Mymensingh 10,Communist Party of Bangladesh,283,299,16,5.7
Mymensingh 10,Gonoshonghoti Andolon,363,364,1,0.3
Mymensingh 10,Independent,66811,67399,588,0.9
Mymensingh 10,Islamic Andolan Bangladesh,2413,2504,91,3.8
Mymensingh 10,Jatiya Party,901,369,-532,-59.0
Mymensingh 10,Liberal Democratic Party - LDP,293,322,29,9.9
Mymensingh 11,Bangladesh Nationalist Party - BNP,110214,111230,1016,0.9
Mymensingh 11,Gonodhikar Parishad - GOP,386,391,5,1.3
Mymensingh 11,Independent,65591,66016,425,0.6
Mymensingh 11,Islamic Andolan Bangladesh,1807,391,-1416,-78.4
Mymensingh 11,Jatiyo Nagorik Party - NCP,21529,22195,666,3.1
Mymensingh 2,Bangladesh Khelafat Majlis,144565,0,-144565,-100.0
Mymensingh 2,Bangladesh Nationalist Party - BNP,117344,118438,1094,0.9
Mymensingh 2,Bangladesh Supreme Party - BSP,1067,1071,4,0.4
Mymensingh 2,Independent,48823,49862,1039,2.1
Mymensingh 2,Islamic Andolan Bangladesh,3796,3857,61,1.6
Mymensingh 2,Jatiya Party,712,725,13,1.8
Mymensingh 2,Khelafat Majlis,0,146202,146202,0
Mymensingh 3,Bangladesh Nationalist Party - BNP,74478,75320,842,1.1
Mymensingh 3,Bangladesh Nezame Islam Party,25233,25706,473,1.9
Mymensingh 3,Bangladesh Samajtantrik Dal (Marxist),334,354,20,6.0
Mymensingh 3,Independent,65513,65995,482,0.7
Mymensingh 3,Islamic Andolan Bangladesh,2688,2745,57,2.1
Mymensingh 4,Bangladesh Jamaat-e-Islami,169580,171880,2300,1.4
Mymensingh 4,Bangladesh Nationalist Party - BNP,177892,179688,1796,1.0
Mymensingh 4,Bangladesh Samajtantrik Dal (Marxist),723,740,17,2.4
Mymensingh 4,Bangladesh Supreme Party - BSP,888,892,4,0.5
Mymensingh 4,Communist Party of Bangladesh,1368,1397,29,2.1
Mymensingh 4,Gonoshonghoti Andolon,458,456,-2,-0.4
Mymensingh 4,Islamic Andolan Bangladesh,8633,8701,68,0.8
Mymensingh 4,Jatiya Party,3770,3845,75,2.0
Mymensingh 4,National Peoples Party - NPP,352,373,21,6.0
Mymensingh 5,Amar Bangladesh Party - AB Party,333,348,15,4.5
Mymensingh 5,Bangladesh Jamaat-e-Islami,100876,102228,1352,1.3
Mymensingh 5,Bangladesh Nationalist Party - BNP,127917,128896,979,0.8
Mymensingh 5,Gonoshonghoti Andolon,598,815,217,36.3
Mymensingh 5,Islamic Andolan Bangladesh,3606,3648,42,1.2
Mymensingh 6,Bangladesh Jamaat-e-Islami,75946,77325,1379,1.8
Mymensingh 6,Bangladesh Nationalist Party - BNP,48994,49476,482,1.0
Mymensingh 6,Independent,103903,105301,1398,1.3
Mymensingh 6,Islamic Andolan Bangladesh,1938,1967,29,1.5
Mymensingh 7,,32995,0,-32995,-100.0
Mymensingh 7,Bangladesh Jamaat-e-Islami,83617,84851,1234,1.5
Mymensingh 7,Bangladesh Nationalist Party - BNP,98221,99049,828,0.8
Mymensingh 7,Independent,1035,34372,33337,3221.0
Mymensingh 7,Islamic Andolan Bangladesh,4023,4058,35,0.9
Mymensingh 7,Jatiya Party,556,579,23,4.1
Mymensingh 8,Bangladesh Nationalist Party - BNP,107577,108685,1108,1.0
Mymensingh 8,Islamic Andolan Bangladesh,32734,33029,295,0.9
Mymensingh 8,Jatiya Party,1719,1761,42,2.4
Mymensingh 8,Liberal Democratic Party - LDP,45791,46515,724,1.6
Mymensingh 9,Bangladesh Development Party,70029,71168,1139,1.6
Mymensingh 9,Bangladesh Nationalist Party - BNP,85039,85761,722,0.8
Mymensingh 9,Gonoforum,243,252,9,3.7
Mymensingh 9,Independent,30328,30509,181,0.6
Mymensingh 9,Islamic Andolan Bangladesh,5516,5596,80,1.5
Mymensingh 9,Jatiya Party,773,798,25,3.2
Naogaon 1,Bangladesh Jamaat-e-Islami,152306,153816,1510,1.0
Naogaon 1,Bangladesh Nationalist Party - BNP,173043,173864,821,0.5
Naogaon 1,Independent,18005,18088,83,0.5
Naogaon 1,Islamic Andolan Bangladesh,9008,9058,50,0.6
Naogaon 1,Jatiya Party,4205,4243,38,0.9
Naogaon 2,Amar Bangladesh Party - AB Party,2550,2680,130,5.1
Naogaon 2,Bangladesh Jamaat-e-Islami,140447,141526,1079,0.8
Naogaon 2,Bangladesh Nationalist Party - BNP,133994,134533,539,0.4
Naogaon 3,Bangladesh Jamaat-e-Islami,117838,119421,1583,1.3
Naogaon 3,Bangladesh Nationalist Front - BNF,190,195,5,2.6
Naogaon 3,Bangladesh Nationalist Party - BNP,165646,166889,1243,0.8
Naogaon 3,Bangladesh Samajtantrik Dal - BASAD,1215,1233,18,1.5
Naogaon 3,Independent,17823,17952,129,0.7
Naogaon 3,Islamic Andolan Bangladesh,3603,3643,40,1.1
Naogaon 3,Jatiya Party,4837,4869,32,0.7
Naogaon 4,Bangladesh Jamaat-e-Islami,96521,97585,1064,1.1
Naogaon 4,Bangladesh Nationalist Party - BNP,133191,133928,737,0.6
Naogaon 4,Communist Party of Bangladesh,2288,2313,25,1.1
Naogaon 4,Independent,704,712,8,1.1
Naogaon 4,Islamic Andolan Bangladesh,596,609,13,2.2
Naogaon 4,Jatiya Party,1310,1327,17,1.3
Naogaon 5,Bangladesh Jamaat-e-Islami,103236,104747,1511,1.5
Naogaon 5,Bangladesh Nationalist Party - BNP,128366,129385,1019,0.8
Naogaon 5,Communist Party of Bangladesh,719,741,22,3.1
Naogaon 5,Islamic Andolan Bangladesh,4046,4101,55,1.4
Naogaon 5,Jatiya Party,2135,2176,41,1.9
Naogaon 6,Bangladesh Jamaat-e-Islami,95886,97629,1743,1.8
Naogaon 6,Bangladesh Nationalist Party - BNP,108070,108866,796,0.7
Naogaon 6,Bangladesh Republican Party - BRP,539,555,16,3.0
Naogaon 6,Independent,19490,19638,148,0.8
Naogaon 6,Islamic Andolan Bangladesh,1802,1833,31,1.7
Narail 1,Bangladesh Jamaat-e-Islami,74087,75225,1138,1.5
Narail 1,Bangladesh Nationalist Party - BNP,99412,99975,563,0.6
Narail 1,Independent,3076,2890,-186,-6.0
Narail 1,Islamic Andolan Bangladesh,6302,6352,50,0.8
Narail 1,Jatiya Party,449,461,12,2.7
Narail 2,Bangladesh Jamaat-e-Islami,116396,118142,1746,1.5
Narail 2,Bangladesh Nationalist Party - BNP,45069,45463,394,0.9
Narail 2,Bangladesh Shanskritik Muktijot (Muktijot),212,220,8,3.8
Narail 2,Gonodhikar Parishad - GOP,334,339,5,1.5
Narail 2,Independent,78096,78676,580,0.7
Narail 2,Islamic Andolan Bangladesh,4690,4729,39,0.8
Narail 2,Jatiya Party,666,688,22,3.3
Narayanganj 1,Bangladesh Jamaat-e-Islami,90289,91690,1401,1.6
Narayanganj 1,Bangladesh Nationalist Party - BNP,155421,158358,2937,1.9
Narayanganj 1,Communist Party of Bangladesh,258,261,3,1.2
Narayanganj 1,Gonodhikar Parishad - GOP,208,219,11,5.3
Narayanganj 1,Independent,456,463,7,1.5
Narayanganj 1,Insaniyat Biplob Bangladesh,202,207,5,2.5
Narayanganj 1,Islamic Andolan Bangladesh,7137,7186,49,0.7
Narayanganj 2,Bangladesh Jamaat-e-Islami,81054,81054,0,0.0
Narayanganj 2,Bangladesh Nationalist Party - BNP,124291,124291,0,0.0
Narayanganj 2,Bangladesh Republican Party - BRP,227,227,0,0.0
Narayanganj 2,Communist Party of Bangladesh,350,350,0,0.0
Narayanganj 2,Gonodhikar Parishad - GOP,142,142,0,0.0
Narayanganj 2,Independent,18744,18744,0,0.0
Narayanganj 2,Islamic Andolan Bangladesh,5265,5265,0,0.0
Narayanganj 3,Amar Bangladesh Party - AB Party,136,137,1,0.7
Narayanganj 3,Bangladesh Jamaat-e-Islami,132480,134918,2438,1.8
Narayanganj 3,Bangladesh Khelafat Majlis,975,0,-975,-100.0
Narayanganj 3,Bangladesh Khilafat Andolan,764,769,5,0.7
Narayanganj 3,Bangladesh Nationalist Party - BNP,154170,155400,1230,0.8
Narayanganj 3,Gonodhikar Parishad - GOP,312,314,2,0.6
Narayanganj 3,Gonoshonghoti Andolon,635,638,3,0.5
Narayanganj 3,Independent,24721,24975,254,1.0
Narayanganj 3,Islamic Andolan Bangladesh,14101,14223,122,0.9
Narayanganj 3,Jonotar Dol,284,285,1,0.4
Narayanganj 3,Khelafat Majlis,0,1193,1193,0
Narayanganj 4,Bangladesh Jatiyo Samajtantrik Dal - Jasod,366,0,-366,-100.0
Narayanganj 4,Bangladesh Khelafat Majlis,713,0,-713,-100.0
Narayanganj 4,Bangladesh Republican Party - BRP,11263,11328,65,0.6
Narayanganj 4,Bangladesh Samajtantrik Dal - BASAD,281,282,1,0.4
Narayanganj 4,Bangladesh Supreme Party - BSP,639,643,4,0.6
Narayanganj 4,Communist Party of Bangladesh,475,479,4,0.8
Narayanganj 4,Gonodhikar Parishad - GOP,98,106,8,8.2
Narayanganj 4,Independent,44108,40360,-3748,-8.5
Narayanganj 4,Islamic Andolan Bangladesh,16639,16746,107,0.6
Narayanganj 4,Jamiate Ulama-e-Islam Bangladesh,80138,80619,481,0.6
Narayanganj 4,Jatiya Party,796,817,21,2.6
Narayanganj 4,Jatiya Samajtantrik Dal - JSD,0,370,370,0
Narayanganj 4,Jatiyo Nagorik Party - NCP,104482,106171,1689,1.6
Narayanganj 4,Khelafat Majlis,0,800,800,0
Narayanganj 5,Bangladesh Islami Front,0,4650,4650,0
Narayanganj 5,Bangladesh Nationalist Party - BNP,114013,114799,786,0.7
Narayanganj 5,Bangladesh Samajtantrik Dal - BASAD,363,370,7,1.9
Narayanganj 5,Bangladesh Shanskritik Muktijot (Muktijot),241,242,1,0.4
Narayanganj 5,Communist Party of Bangladesh,1548,1575,27,1.7
Narayanganj 5,Gonodhikar Parishad - GOP,639,643,4,0.6
Narayanganj 5,Gonoshonghoti Andolon,1006,1023,17,1.7
Narayanganj 5,Independent,33918,34151,233,0.7
Narayanganj 5,Islamic Andolan Bangladesh,7645,7708,63,0.8
Narayanganj 5,Islamic Front Bangladesh,4622,0,-4622,-100.0
Narayanganj 5,Khelafat Majlis,99471,101196,1725,1.7
Narsingdi 1,Bangladesh Islami Front,952,955,3,0.3
Narsingdi 1,Bangladesh Jamaat-e-Islami,93633,95349,1716,1.8
Narsingdi 1,Bangladesh Nationalist Party - BNP,160676,161405,729,0.5
Narsingdi 1,Gonodhikar Parishad - GOP,481,485,4,0.8
Narsingdi 1,Gonoforum,179,179,0,0.0
Narsingdi 1,Insaniyat Biplob Bangladesh,207,207,0,0.0
Narsingdi 1,Islamic Andolan Bangladesh,13369,13547,178,1.3
Narsingdi 1,Jatiya Party,997,1012,15,1.5
Narsingdi 2,Bangladesh Islami Front,0,708,708,0
Narsingdi 2,Bangladesh Jamaat-e-Islami,55168,55920,752,1.4
Narsingdi 2,Bangladesh Nationalist Party - BNP,92352,92739,387,0.4
Narsingdi 2,Insaniyat Biplob Bangladesh,235,235,0,0.0
Narsingdi 2,Islamic Front Bangladesh,705,0,-705,-100.0
Narsingdi 2,Jatiya Party,1272,1285,13,1.0
Narsingdi 2,Jatiyo Nagorik Party - NCP,19236,19540,304,1.6
Narsingdi 3,Bangladesh Jamaat-e-Islami,4482,5066,584,13.0
Narsingdi 3,Bangladesh Khelafat Majlis,24968,0,-24968,-100.0
Narsingdi 3,Bangladesh Nationalist Party - BNP,81415,82061,646,0.8
Narsingdi 3,Independent,45401,45682,281,0.6
Narsingdi 3,Insaniyat Biplob Bangladesh,615,622,7,1.1
Narsingdi 3,Islamic Andolan Bangladesh,6413,6843,430,6.7
Narsingdi 3,Jatiya Party,265,266,1,0.4
Narsingdi 3,Khelafat Majlis,0,25493,25493,0
Narsingdi 3,Zaker Party,1744,1784,40,2.3
Narsingdi 4,Bangladesh Congress,155,163,8,5.2
Narsingdi 4,Bangladesh Jamaat-e-Islami,76445,78744,2299,3.0
Narsingdi 4,Bangladesh Khelafat Majlis,461,0,-461,-100.0
Narsingdi 4,Bangladesh Nationalist Party - BNP,161912,163392,1480,0.9
Narsingdi 4,Communist Party of Bangladesh,817,839,22,2.7
Narsingdi 4,Insaniyat Biplob Bangladesh,1695,1728,33,1.9
Narsingdi 4,Islamic Andolan Bangladesh,7001,7079,78,1.1
Narsingdi 4,Jatiya Party,1137,1172,35,3.1
Narsingdi 4,Jonotar Dol,439,454,15,3.4
Narsingdi 4,Khelafat Majlis,0,464,464,0
Narsingdi 5,Bangladesh Islami Front,2380,2424,44,1.8
Narsingdi 5,Bangladesh Khelafat Majlis,43682,0,-43682,-100.0
Narsingdi 5,Bangladesh Nationalist Party - BNP,136602,137690,1088,0.8
Narsingdi 5,Independent,26643,27555,912,3.4
Narsingdi 5,Insaniyat Biplob Bangladesh,1067,1076,9,0.8
Narsingdi 5,Islamic Andolan Bangladesh,32582,33109,527,1.6
Narsingdi 5,Jatiya Party,494,500,6,1.2
Narsingdi 5,Khelafat Majlis,0,44981,44981,0
Natore 1,Bangladesh Jamaat-e-Islami,89431,90568,1137,1.3
Natore 1,Bangladesh Nationalist Party - BNP,102197,102726,529,0.5
Natore 1,Biplabi Workers Party,275,276,1,0.4
Natore 1,Gonodhikar Parishad - GOP,298,298,0,0.0
Natore 1,Gonoshonghoti Andolon,279,281,2,0.7
Natore 1,Independent,73078,73368,290,0.4
Natore 1,Islamic Andolan Bangladesh,1253,1269,16,1.3
Natore 1,Jatiya Party,542,552,10,1.8
Natore 2,Bangladesh Jamaat-e-Islami,128710,130066,1356,1.1
Natore 2,Bangladesh Nationalist Party - BNP,161896,162841,945,0.6
Natore 2,Gonoshonghoti Andolon,457,464,7,1.5
Natore 2,Independent,606,621,15,2.5
Natore 2,Islamic Andolan Bangladesh,2726,2757,31,1.1
Natore 2,Jatiya Party,2560,2587,27,1.1
Natore 3,Bangladesh Nationalist Party - BNP,119170,119768,598,0.5
Natore 3,Independent,66557,66864,307,0.5
Natore 3,Islamic Andolan Bangladesh,19019,19105,86,0.5
Natore 3,Jatiya Party,2095,2119,24,1.1
Natore 3,Jatiyo Nagorik Party - NCP,20267,20707,440,2.2
Natore 4,Amar Bangladesh Party - AB Party,254,259,5,2.0
Natore 4,Bangladesh Jamaat-e-Islami,134189,135386,1197,0.9
Natore 4,Bangladesh Nationalist Party - BNP,169847,170551,704,0.4
Natore 4,Islamic Andolan Bangladesh,3818,3845,27,0.7
Natore 4,Jatiya Party,2770,2799,29,1.0
Netrakona 1,Bangladesh Khelafat Majlis,86672,0,-86672,-100.0
Netrakona 1,Bangladesh Nationalist Party - BNP,156924,158434,1510,1.0
Netrakona 1,Communist Party of Bangladesh,4358,4429,71,1.6
Netrakona 1,Islamic Andolan Bangladesh,2201,2220,19,0.9
Netrakona 1,Jatiya Party,1007,1023,16,1.6
Netrakona 1,Jatiya Samajtantrik Dal - JSD,334,335,1,0.3
Netrakona 1,Khelafat Majlis,0,87488,87488,0
Netrakona 2,Bangladesh Khilafat Andolan,2000,2020,20,1.0
Netrakona 2,Bangladesh Nationalist Party - BNP,169140,171399,2259,1.3
Netrakona 2,Islamic Andolan Bangladesh,15055,30440,15385,102.2
Netrakona 2,Jatiya Party,4733,4845,112,2.4
Netrakona 2,Jatiyo Nagorik Party - NCP,66347,67367,1020,1.5
Netrakona 3,Bangladesh Islami Front,0,358,358,0
Netrakona 3,Bangladesh Jamaat-e-Islami,40650,41556,906,2.2
Netrakona 3,Bangladesh Nationalist Party - BNP,117318,118469,1151,1.0
Netrakona 3,Independent,68137,68961,824,1.2
Netrakona 3,Islamic Andolan Bangladesh,2720,2760,40,1.5
Netrakona 3,Islamic Front Bangladesh,348,0,-348,-100.0
Netrakona 3,Jatiya Party,550,574,24,4.4
Netrakona 4,Bangladesh Jamaat-e-Islami,39343,39840,497,1.3
Netrakona 4,Bangladesh Nationalist Party - BNP,159167,160801,1634,1.0
Netrakona 4,Biplabi Workers Party,270,282,12,4.4
Netrakona 4,Communist Party of Bangladesh,3302,3359,57,1.7
Netrakona 4,Islamic Andolan Bangladesh,2013,2025,12,0.6
Netrakona 5,Bangladesh Jamaat-e-Islami,81252,82177,925,1.1
Netrakona 5,Bangladesh Nationalist Party - BNP,78679,79412,733,0.9
Netrakona 5,Islamic Andolan Bangladesh,3302,8341,5039,152.6
Nilphamari 1,Bangladesh Jamaat-e-Islami,149214,150824,1610,1.1
Nilphamari 1,Bangladesh National Awami Party - Bangladesh NAP,4435,4477,42,0.9
Nilphamari 1,Bangladesh Nationalist Front - BNF,208,210,2,1.0
Nilphamari 1,Bangladesh Samajtantrik Dal (Marxist),304,312,8,2.6
Nilphamari 1,Islamic Andolan Bangladesh,1854,1871,17,0.9
Nilphamari 1,Jamiate Ulama-e-Islam Bangladesh,118160,119059,899,0.8
Nilphamari 1,Jatiya Party,12105,12276,171,1.4
Nilphamari 1,National Party - JP,4499,4501,2,0.0
Nilphamari 2,Bangladesh Jamaat-e-Islami,145202,146430,1228,0.8
Nilphamari 2,Bangladesh Nationalist Front - BNF,189,193,4,2.1
Nilphamari 2,Bangladesh Nationalist Party - BNP,134579,135418,839,0.6
Nilphamari 2,Independent,293,307,14,4.8
Nilphamari 2,Islamic Andolan Bangladesh,3236,3260,24,0.7
Nilphamari 2,Khelafat Majlis,346,351,5,1.4
Nilphamari 3,Bangladesh Jamaat-e-Islami,108560,109686,1126,1.0
Nilphamari 3,Bangladesh Nationalist Party - BNP,89102,89807,705,0.8
Nilphamari 3,Islamic Andolan Bangladesh,985,990,5,0.5
Nilphamari 3,Jatiya Party,3362,3391,29,0.9
Nilphamari 4,Bangladesh Jamaat-e-Islami,124865,126222,1357,1.1
Nilphamari 4,Bangladesh Jatiya Party,95,0,-95,-100.0
Nilphamari 4,Bangladesh Jatiya Party - BJP,0,97,97,0
Nilphamari 4,Bangladesh Nationalist Party - BNP,81526,82086,560,0.7
Nilphamari 4,Bangladesh Samajtantrik Dal (Marxist),628,630,2,0.3
Nilphamari 4,Independent,5207,5270,63,1.2
Nilphamari 4,Islamic Andolan Bangladesh,8312,8335,23,0.3
Nilphamari 4,Jatiya Party,67246,67757,511,0.8
Noakhali 1,Bangladesh Congress,268,274,6,2.2
Noakhali 1,Bangladesh Jamaat-e-Islami,91941,98036,6095,6.6
Noakhali 1,Bangladesh Nationalist Party - BNP,124270,126833,2563,2.1
Noakhali 1,Insaniyat Biplob Bangladesh,187,188,1,0.5
Noakhali 1,Islamic Andolan Bangladesh,18924,19289,365,1.9
Noakhali 1,Jatiya Party,1046,1075,29,2.8
Noakhali 1,Jatiya Samajtantrik Dal - JSD,459,482,23,5.0
Noakhali 2,,44243,0,-44243,-100.0
Noakhali 2,Bangladesh Nationalist Party - BNP,82634,83982,1348,1.6
Noakhali 2,Independent,0,44712,44712,0
Noakhali 2,Islamic Andolan Bangladesh,6030,6217,187,3.1
Noakhali 2,Jatiya Party,551,557,6,1.1
Noakhali 2,Jatiyo Nagorik Party - NCP,63369,67054,3685,5.8
Noakhali 3,Bangladesh Jamaat-e-Islami,117824,123941,6117,5.2
Noakhali 3,Bangladesh Nationalist Party - BNP,138937,141031,2094,1.5
Noakhali 3,Independent,779,794,15,1.9
Noakhali 3,Islamic Andolan Bangladesh,9670,9861,191,2.0
Noakhali 3,Jatiya Samajtantrik Dal - JSD,738,747,9,1.2
Noakhali 3,Khelafat Majlis,783,800,17,2.2
Noakhali 4,Bangladesh Jamaat-e-Islami,144074,148989,4915,3.4
Noakhali 4,Bangladesh Nationalist Party - BNP,216907,219182,2275,1.0
Noakhali 4,Bangladesh Samajtantrik Dal (Marxist),879,917,38,4.3
Noakhali 4,Gonodhikar Parishad - GOP,529,542,13,2.5
Noakhali 4,Insaniyat Biplob Bangladesh,488,493,5,1.0
Noakhali 4,Islamic Andolan Bangladesh,14648,14783,135,0.9
Noakhali 4,Jatiya Party,2271,2344,73,3.2
Noakhali 5,Bangladesh Islami Front,0,277,277,0
Noakhali 5,Bangladesh Jamaat-e-Islami,114710,120453,5743,5.0
Noakhali 5,Bangladesh Nationalist Party - BNP,145876,147808,1932,1.3
Noakhali 5,Bangladesh Republican Party - BRP,141,141,0,0.0
Noakhali 5,Bangladesh Samajtantrik Dal (Marxist),167,173,6,3.6
Noakhali 5,Independent,940,947,7,0.7
Noakhali 5,Insaniyat Biplob Bangladesh,161,162,1,0.6
Noakhali 5,Islamic Andolan Bangladesh,6106,6224,118,1.9
Noakhali 5,Islamic Front Bangladesh,273,0,-273,-100.0
Noakhali 5,Jatiya Party,1666,1684,18,1.1
Noakhali 5,Jatiya Samajtantrik Dal - JSD,293,298,5,1.7
Noakhali 5,Jonotar Dol,4507,4855,348,7.7
Noakhali 6,Bangladesh Nationalist Party - BNP,63372,64021,649,1.0
Noakhali 6,Bangladesh Supreme Party - BSP,504,505,1,0.2
Noakhali 6,Gonodhikar Parishad - GOP,191,191,0,0.0
Noakhali 6,Independent,8394,8547,153,1.8
Noakhali 6,Islamic Andolan Bangladesh,2179,2197,18,0.8
Noakhali 6,Jatiya Party,271,280,9,3.3
Noakhali 6,Jatiya Samajtantrik Dal - JSD,1237,1239,2,0.2
Noakhali 6,Jatiyo Nagorik Party - NCP,90118,91899,1781,2.0
Noakhali 6,Liberal Democratic Party - LDP,85,86,1,1.2
Pabna 1,Bangladesh Jamaat-e-Islami,128467,129974,1507,1.2
Pabna 1,Bangladesh Nationalist Party - BNP,103663,104245,582,0.6
Pabna 1,Independent,1027,1033,6,0.6
Pabna 1,Islamic Andolan Bangladesh,1100,1114,14,1.3
Pabna 2,Bangladesh Jamaat-e-Islami,75693,77242,1549,2.0
Pabna 2,Bangladesh Nationalist Party - BNP,213840,215406,1566,0.7
Pabna 2,Gonoforum,323,333,10,3.1
Pabna 2,Islamic Andolan Bangladesh,5827,5884,57,1.0
Pabna 2,Jatiya Party,2224,2260,36,1.6
Pabna 3,Bangladesh Jamaat-e-Islami,145837,147475,1638,1.1
Pabna 3,Bangladesh Nationalist Party - BNP,143540,144206,666,0.5
Pabna 3,Bangladesh Supreme Party - BSP,1420,1420,0,0.0
Pabna 3,Gonodhikar Parishad - GOP,982,986,4,0.4
Pabna 3,Gonoforum,172,173,1,0.6
Pabna 3,Independent,37852,38027,175,0.5
