seat_name,candidate,party,votes,num_sources,sources,vote_details,comment
Brahmanbaria 6,Md. Mohsin,Bangladesh Jamaat-e-Islami (Jamaat),39976,4,"bss,ds,dt,tbs",bss=39976; ds=39976; dt=29976; tbs=39976,vote-mismatch: spread=25%
Brahmanbaria 6,Sayed Uddin Khan,Islami Andolan Bangladesh (IAB),8572,3,"ds,dt,tbs",ds=0; dt=8572; tbs=8572,
Brahmanbaria 6,Md. Abu Naser,Bangladesh Islami Front (BIF),2353,3,"ds,dt,tbs",ds=2353; dt=2353; tbs=2353,
Brahmanbaria 6,Dr. Md. Saiduzzaman Kamal,Independent Candidate (Independent),1926,3,"ds,dt,tbs",ds=0; dt=1926; tbs=1926,
Brahmanbaria 6,Mohammad Abu Kayes Sikder,Independent Candidate (Independent),666,3,"ds,dt,tbs",ds=0; dt=666; tbs=666,
Brahmanbaria 6,Shafiqul Islam,Gono Odhikar Parishad (GOP),289,3,"ds,dt,tbs",ds=0; dt=289; tbs=289,
Brahmanbaria 6,K. M. Jabir,Jatiya Samajtantrik Dal (JSD),167,3,"ds,dt,tbs",ds=0; dt=167; tbs=167,
Brahmanbaria 6,Md. Habibur Rahman,Insaniyat Biplob Bangladesh (IBB),139,3,"ds,dt,tbs",ds=0; dt=139; tbs=139,
Brahmanbaria 6,Md. Shafiqul Islam,National People's Party (NPP),106,3,"ds,dt,tbs",ds=0; dt=106; tbs=106,
Chandpur 1,A. N. M. Ehsanul Hoque Milon,Bangladesh Nationalist Party (BNP),133032,4,"bss,ds,dt,tbs",bss=133032; ds=133032; dt=133032; tbs=133032,
Chandpur 1,Abu Nashar Mohammad Maqbool Ahmad,Bangladesh Jamaat-e-Islami (Jamaat),70368,4,"bss,ds,dt,tbs",bss=70368; ds=70368; dt=70368; tbs=70368,
Chandpur 1,Mohammed Nasir Uddin,Bangladesh Islami Front (BIF),4371,3,"ds,dt,tbs",ds=0; dt=4371; tbs=4371,
Chandpur 1,Habib Khan,Jatiya Party (JaPa),652,3,"ds,dt,tbs",ds=0; dt=652; tbs=652,
Chandpur 1,Mohammad Azad Hossain,Gono Forum (GF),329,3,"ds,dt,tbs",ds=0; dt=329; tbs=329,
Chandpur 1,Md. Enayet Hossain,Gono Odhikar Parishad (GOP),217,3,"ds,dt,tbs",ds=0; dt=217; tbs=217,
Chandpur 2,Md. Jalal Uddin,Bangladesh Nationalist Party (BNP),172506,4,"bss,ds,dt,tbs",bss=172506; ds=172506; dt=172506; tbs=172506,
Chandpur 2,Md. Billal Hossain,Bangladesh Liberal Democratic Party (LDP),57473,4,"bss,ds,dt,tbs",bss=57473; ds=57473; dt=57473; tbs=57473,
Chandpur 2,Mansur,Islami Andolan Bangladesh (IAB),12307,3,"ds,dt,tbs",ds=0; dt=12307; tbs=12307,
Chandpur 2,Md. Emran Hossain Mia,Jatiya Party (JaPa),1328,3,"ds,dt,tbs",ds=0; dt=1328; tbs=1328,
Chandpur 2,Md. Faizunnur,Bangladesh Republican Party (BRP),509,3,"ds,dt,tbs",ds=0; dt=509; tbs=509,
Chandpur 2,Md. Golap Hossain,Gono Odhikar Parishad (GOP),315,3,"ds,dt,tbs",ds=0; dt=315; tbs=315,
Chandpur 2,Nasima Nazneen Sarker,Bangladesh Labour Party,283,3,"ds,dt,tbs",ds=0; dt=283; tbs=283,
Chandpur 2,Md. Enamul Haque,Nagorik Oikya (NO),143,3,"ds,dt,tbs",ds=0; dt=143; tbs=143,
Chandpur 3,Sheikh Farid Ahmed,Bangladesh Nationalist Party (BNP),165404,4,"bss,ds,dt,tbs",bss=165404; ds=165404; dt=165404; tbs=165404,
Chandpur 3,Md. Shahjahan Mia,Bangladesh Jamaat-e-Islami (Jamaat),100865,4,"bss,ds,dt,tbs",bss=100865; ds=100865; dt=100865; tbs=100865,
Chandpur 3,Md. Joynal Abedin Sheikh,Islami Andolan Bangladesh (IAB),14181,3,"ds,dt,tbs",ds=0; dt=14181; tbs=14181,
Chandpur 3,A. H. M. Ahsan Ullah,Bangladesh Islami Front (BIF),2274,3,"ds,dt,tbs",ds=0; dt=2274; tbs=2274,
Chandpur 3,Md. Jahangir Hossain,Communist Party of Bangladesh (CPB),676,3,"ds,dt,tbs",ds=0; dt=676; tbs=676,
Chandpur 3,Selim Akbar,Gono Forum (GF),307,3,"ds,dt,tbs",ds=0; dt=307; tbs=307,
Chandpur 3,Md. Zakir Hossain,Gono Odhikar Parishad (GOP),132,3,"ds,dt,tbs",ds=0; dt=132; tbs=132,
Chandpur 4,Md. Abdul Hannan,Independent Candidate (Independent),74175,4,"bss,ds,dt,tbs",bss=74175; ds=74175; dt=74175; tbs=74175,
Chandpur 4,Md. Harunur Rashid,Bangladesh Nationalist Party (BNP),69155,4,"bss,ds,dt,tbs",bss=69155; ds=69155; dt=69155; tbs=69155,
Chandpur 4,Md. Billal Hossain Miyaji,Bangladesh Jamaat-e-Islami (Jamaat),66692,3,"ds,dt,tbs",ds=0; dt=66692; tbs=66692,
Chandpur 4,Maqbul Hossain,Islami Andolan Bangladesh (IAB),5261,3,"ds,dt,tbs",ds=0; dt=5261; tbs=5261,
Chandpur 4,Md. Abdul Malek,Bangladesh Islami Front (BIF),509,3,"ds,dt,tbs",ds=0; dt=509; tbs=509,
Chandpur 4,Mahmud Alam,Jatiya Party (JaPa),277,3,"ds,dt,tbs",ds=0; dt=277; tbs=277,
Chandpur 4,Md. Munir Chowdhury,Gono Forum (GF),240,3,"ds,dt,tbs",ds=0; dt=240; tbs=240,
Chandpur 4,Zakir Hossain,Independent Candidate (Independent),184,3,"ds,dt,tbs",ds=0; dt=184; tbs=184,
Chandpur 5,Md. Mominul Haque,Bangladesh Nationalist Party (BNP),185404,4,"bss,ds,dt,tbs",bss=185404; ds=185404; dt=185404; tbs=185404,
Chandpur 5,Md. Neyamul Bashir,Bangladesh Liberal Democratic Party (LDP),75660,4,"bss,ds,dt,tbs",bss=75660; ds=75660; dt=75660; tbs=75660,
Chandpur 5,Sayed Bahadur Shah Mujaddedi,Bangladesh Islami Front (BIF),13178,2,"ds,dt",ds=0; dt=13178,
Chandpur 5,Mohammad Ali Patowary,Islami Andolan Bangladesh (IAB),6681,3,"ds,dt,tbs",ds=0; dt=6681; tbs=6671,
Chandpur 5,Mirza Gious Uddin,Jatiya Party (JaPa),1516,3,"ds,dt,tbs",ds=0; dt=1516; tbs=1516,
Chandpur 5,Md. Jakir Hossain Prodhania,Independent Candidate (Independent),268,3,"ds,dt,tbs",ds=0; dt=268; tbs=268,
Chandpur 5,Md. Mahmud Hasan Nayon,Insaniyat Biplob Bangladesh (IBB),256,3,"ds,dt,tbs",ds=0; dt=256; tbs=256,
Chapainawabganj 1,Md. Keramat Ali,Bangladesh Jamaat-e-Islami (Jamaat),206893,4,"bss,ds,dt,tbs",bss=206893; ds=206893; dt=206893; tbs=206893,
Chapainawabganj 1,Md. Shahjahan Mia,Bangladesh Nationalist Party (BNP),162515,4,"bss,ds,dt,tbs",bss=162515; ds=162515; dt=162515; tbs=162515,
Chapainawabganj 1,Moha. Afzal Hossain,Jatiya Party (JaPa),2263,3,"ds,dt,tbs",ds=0; dt=2263; tbs=2263,
Chapainawabganj 1,Md. Monirul Islam,Islami Andolan Bangladesh (IAB),1083,3,"ds,dt,tbs",ds=0; dt=1083; tbs=1083,
Chapainawabganj 1,Md. Abdul Halim,Bangladesh Sangskritik Muktijote (BSM),557,3,"ds,dt,tbs",ds=0; dt=557; tbs=557,
Chapainawabganj 1,Nabab Md. Shamsul Hoda,Bangladesh Islami Front (BIF),446,3,"ds,dt,tbs",ds=0; dt=446; tbs=446,
Chapainawabganj 2,Md. Mizanur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),171227,4,"bss,ds,dt,tbs",bss=171227; ds=171227; dt=171227; tbs=171227,
Chapainawabganj 2,Md. Aminul Islam,Bangladesh Nationalist Party (BNP),155119,4,"bss,ds,dt,tbs",bss=155119; ds=155119; dt=155119; tbs=155119,
Chapainawabganj 2,Mohamod Khurshid Alam,Jatiya Party (JaPa),8175,3,"ds,dt,tbs",ds=0; dt=8175; tbs=8175,
Chapainawabganj 2,Md. Ibrahim Khalil,Islami Andolan Bangladesh (IAB),1069,3,"ds,dt,tbs",ds=0; dt=1069; tbs=1069,
Chapainawabganj 2,Md. Sadekul Isalm,Communist Party of Bangladesh (CPB),626,3,"ds,dt,tbs",ds=0; dt=626; tbs=626,
Chapainawabganj 3,Md. Nurul Islam,Bangladesh Jamaat-e-Islami (Jamaat),189640,4,"bss,ds,dt,tbs",bss=189640; ds=189640; dt=189640; tbs=189640,
Chapainawabganj 3,Md. Harunur Rashid,Bangladesh Nationalist Party (BNP),127037,4,"bss,ds,dt,tbs",bss=127037; ds=127037; dt=127037; tbs=127037,
Chapainawabganj 3,Md. Monirul Islam,Islami Andolan Bangladesh (IAB),820,3,"ds,dt,tbs",ds=0; dt=820; tbs=820,
Chapainawabganj 3,Md. Fazlul Islam Khan,Jatiya Samajtantrik Dal (JSD),637,3,"ds,dt,tbs",ds=0; dt=637; tbs=637,
Chapainawabganj 3,Md. Shofiqul Islam,Gono Odhikar Parishad (GOP),361,3,"ds,dt,tbs",ds=0; dt=361; tbs=361,
Chattogram 1,Nurul Amin,Bangladesh Nationalist Party (BNP),128799,4,"bss,ds,dt,tbs",bss=128799; ds=128799; dt=128799; tbs=128799,
Chattogram 1,Mohammad Chaifur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),84538,4,"bss,ds,dt,tbs",bss=84538; ds=84538; dt=84538; tbs=84538,
Chattogram 1,Ferdous Ahmed Chowdhury,Islami Andolan Bangladesh (IAB),2108,3,"ds,dt,tbs",ds=0; dt=2108; tbs=2108,
Chattogram 1,Syed Shahadat Hossain,Jatiya Party (JaPa),1659,3,"ds,dt,tbs",ds=0; dt=1659; tbs=1659,
Chattogram 1,Rezaul Karim,Insaniyat Biplob Bangladesh (IBB),780,3,"ds,dt,tbs",ds=0; dt=780; tbs=780,
Chattogram 1,Sheikh Zulfikar Bulbul Chowdhury,Bangladesh Muslim League (BML),269,3,"ds,dt,tbs",ds=0; dt=269; tbs=269,
Chattogram 1,A. K. M. Abu Yusufe,Jatiya Samajtantrik Dal (JSD),258,3,"ds,dt,tbs",ds=0; dt=258; tbs=258,
Chattogram 10,Saeed Al Noman,Bangladesh Nationalist Party (BNP),122978,4,"bss,ds,dt,tbs",bss=122978; ds=122978; dt=122978; tbs=122978,
Chattogram 10,Muhammad Shamsuzzaman Helali,Bangladesh Jamaat-e-Islami (Jamaat),76919,4,"bss,ds,dt,tbs",bss=76919; ds=76919; dt=76919; tbs=76919,
Chattogram 10,Muhammad Jannatul Islam,Islami Andolan Bangladesh (IAB),3880,3,"ds,dt,tbs",ds=0; dt=3880; tbs=3880,
Chattogram 10,Md. Liaquat Ali,Bangladesh Islami Front (BIF),2441,3,"ds,dt,tbs",ds=0; dt=2441; tbs=2441,
Chattogram 10,Mohammad Emdad Hossain Chowdhury,Jatiya Party (JaPa),1079,3,"ds,dt,tbs",ds=0; dt=1079; tbs=1079,
Chattogram 10,Sabina Khatun,Insaniyat Biplob Bangladesh (IBB),960,3,"ds,dt,tbs",ds=0; dt=960; tbs=960,
Chattogram 10,Mohammed Arman Ali,Independent Candidate (Independent),357,3,"ds,dt,tbs",ds=0; dt=357; tbs=357,
Chattogram 10,Asma Akhtar,Socialist Party of Bangladesh (Marxist) (SPB-M),305,3,"ds,dt,tbs",ds=0; dt=305; tbs=305,
Chattogram 10,Md. Osman Ghani,Bangladesh Labour Party,161,3,"ds,dt,tbs",ds=0; dt=161; tbs=161,
Chattogram 11,Amir Khasru Mahmud Chowdhury,Bangladesh Nationalist Party (BNP),115999,4,"bss,ds,dt,tbs",bss=115999; ds=115999; dt=115999; tbs=115999,
Chattogram 11,Mohammad Shafiul Alam,Bangladesh Jamaat-e-Islami (Jamaat),76681,4,"bss,ds,dt,tbs",bss=76681; ds=76681; dt=76681; tbs=76681,
Chattogram 11,Muhammad Abu Taher,Bangladesh Islami Front (BIF),5127,3,"ds,dt,tbs",ds=0; dt=5127; tbs=5127,
Chattogram 11,Md. Noor Uddin,Islami Andolan Bangladesh (IAB),2557,3,"ds,dt,tbs",ds=0; dt=2557; tbs=2557,
Chattogram 11,Abu Taher,Jatiya Party (JaPa),1004,3,"ds,dt,tbs",ds=0; dt=1004; tbs=1004,
Chattogram 11,Uzzwal Bhowmik,Gono Forum (GF),307,3,"ds,dt,tbs",ds=0; dt=307; tbs=307,
Chattogram 11,Deepa Majumder,Socialist Party of Bangladesh (Marxist) (SPB-M),231,3,"ds,dt,tbs",ds=0; dt=231; tbs=231,
Chattogram 11,Md. Aziz Meah,Insaniyat Biplob Bangladesh (IBB),210,3,"ds,dt,tbs",ds=0; dt=210; tbs=210,
Chattogram 11,Mohammad Jahangir Bhuiyan,Independent Candidate (Independent),178,3,"ds,dt,tbs",ds=0; dt=178; tbs=178,
Chattogram 11,Md. Nizamul Haque Al Qaderi,Bangladesh Samajtantrik Dal (Basad),120,3,"ds,dt,tbs",ds=0; dt=120; tbs=120,
Chattogram 11,Muhammad Nezam Uddin,Gono Odhikar Parishad (GOP),104,3,"ds,dt,tbs",ds=0; dt=104; tbs=104,
Chattogram 12,Mohammad Enamul Haque,Bangladesh Nationalist Party (BNP),135044,4,"bss,ds,dt,tbs",bss=135044; ds=135044; dt=135044; tbs=135044,
Chattogram 12,Syed Air Mohammad Payaru,Bangladesh Islami Front (BIF),28999,4,"bss,ds,dt,tbs",bss=28999; ds=28999; dt=28999; tbs=28999,
Chattogram 12,Mohammad Faridul Alam,Bangladesh Jamaat-e-Islami (Jamaat),21706,3,"ds,dt,tbs",ds=0; dt=21706; tbs=21706,
Chattogram 12,Mohammad Abu Taleb Helali,Insaniyat Biplob Bangladesh (IBB),929,3,"ds,dt,tbs",ds=0; dt=929; tbs=929,
Chattogram 12,S. M. Belal Noor,Islami Andolan Bangladesh (IAB),901,3,"ds,dt,tbs",ds=0; dt=901; tbs=901,
Chattogram 12,Farid Ahammed Chowdhury,Jatiya Party (JaPa),732,3,"ds,dt,tbs",ds=0; dt=732; tbs=732,
Chattogram 12,Muhammad Shakhawat Hossain,Independent Candidate (Independent),243,3,"ds,dt,tbs",ds=0; dt=243; tbs=243,
Chattogram 12,M. Eyakub Ali,Bangladesh Liberal Democratic Party (LDP),118,3,"ds,dt,tbs",ds=0; dt=118; tbs=118,
Chattogram 13,Sarwar Jamal Nizam,Bangladesh Nationalist Party (BNP),126192,4,"bss,ds,dt,tbs",bss=126192; ds=126192; dt=126192; tbs=126192,
Chattogram 13,"S, M, Shah Jahan",Bangladesh Islami Front (BIF),51450,4,"bss,ds,dt,tbs",bss=51450; ds=51450; dt=51450; tbs=51450,
Chattogram 13,Mahmudul Hassan,Bangladesh Jamaat-e-Islami (Jamaat),35030,3,"ds,dt,tbs",ds=0; dt=35030; tbs=35030,
Chattogram 13,Abdur Rob Chowdhury,Jatiya Party (JaPa),440,3,"ds,dt,tbs",ds=0; dt=440; tbs=440,
Chattogram 13,Mohammad Emran,Nationalist Democratic Movement (NDM),204,3,"ds,dt,tbs",ds=0; dt=204; tbs=204,
Chattogram 13,Md. Rezaul Mustafa,Insaniyat Biplob Bangladesh (IBB),191,3,"ds,dt,tbs",ds=0; dt=191; tbs=191,
Chattogram 13,Md. Mujibur Rahman Chowdhury,Gono Odhikar Parishad (GOP),168,3,"ds,dt,tbs",ds=0; dt=168; tbs=168,
Chattogram 14,Alhajj Jashim Uddin Ahammed,Bangladesh Nationalist Party (BNP),76493,4,"bss,ds,dt,tbs",bss=76493; ds=76493; dt=76493; tbs=76493,
Chattogram 14,Omar Farooq,Bangladesh Liberal Democratic Party (LDP),75467,4,"bss,ds,dt,tbs",bss=75467; ds=75467; dt=75467; tbs=75467,
Chattogram 14,Mawlana Md. Solaiman,Bangladesh Islami Front (BIF),22992,3,"ds,dt,tbs",ds=0; dt=22992; tbs=22992,
Chattogram 14,Mohammad Mizanul Haque Chowdhury,Independent Candidate (Independent),3630,3,"ds,dt,tbs",ds=0; dt=3630; tbs=3630,
Chattogram 14,Mohammad Abdul Hamid,Islami Andolan Bangladesh (IAB),1539,3,"ds,dt,tbs",ds=0; dt=1539; tbs=1539,
Chattogram 14,Shafiqul Islam Rahi,Independent Candidate (Independent),1165,3,"ds,dt,tbs",ds=0; dt=1165; tbs=1165,
Chattogram 14,Mohammad Badsha Mia,Jatiya Party (JaPa),293,3,"ds,dt,tbs",ds=0; dt=293; tbs=293,
Chattogram 14,H. M. Iliyas,Insaniyat Biplob Bangladesh (IBB),149,3,"ds,dt,tbs",ds=0; dt=149; tbs=149,
Chattogram 15,Shahjahan Chowdhury,Bangladesh Jamaat-e-Islami (Jamaat),181238,4,"bss,ds,dt,tbs",bss=181238; ds=181238; dt=181238; tbs=181238,
Chattogram 15,Nazmul Mustafa Amin,Bangladesh Nationalist Party (BNP),130661,4,"bss,ds,dt,tbs",bss=130661; ds=130661; dt=130661; tbs=130661,
Chattogram 15,Shariful Alam Chowdhury,Islami Andolan Bangladesh (IAB),2909,3,"ds,dt,tbs",ds=0; dt=2909; tbs=2909,
Chattogram 16,Mohammad Zahirul Islam,Bangladesh Jamaat-e-Islami (Jamaat),93167,4,"bss,ds,dt,tbs",bss=93167; ds=93167; dt=93167; tbs=93167,
Chattogram 16,Mishkatul Islam Chowdhury,Bangladesh Nationalist Party (BNP),83105,4,"bss,ds,dt,tbs",bss=83105; ds=83105; dt=83105; tbs=83105,
Chattogram 16,Mohammed Liaquat Ali,Independent Candidate (Independent),55492,3,"ds,dt,tbs",ds=55492; dt=55492; tbs=55492,
Chattogram 16,Hafez Ruhullah,Islami Andolan Bangladesh (IAB),4054,3,"ds,dt,tbs",ds=4054; dt=4054; tbs=4054,
Chattogram 16,Abdul Malek,Bangladesh Islami Front (BIF),844,3,"ds,dt,tbs",ds=844; dt=844; tbs=844,
Chattogram 16,Md. Ariful Haque,Gono Odhikar Parishad (GOP),243,3,"ds,dt,tbs",ds=243; dt=243; tbs=243,
Chattogram 16,Ehsanul Hoque,Bangladesh Muslim League (BML),105,3,"ds,dt,tbs",ds=105; dt=105; tbs=105,
Chattogram 2,Md. Sarowar Alamgir,Bangladesh Nationalist Party (BNP),139831,2,"ds,dt",ds=0; dt=139831,
Chattogram 2,Mohammad Nurul Amin,Bangladesh Jamaat-e-Islami (Jamaat),65550,3,"bss,ds,dt",bss=0; ds=0; dt=65550,
Chattogram 2,Shahzada Syed Saifuddin Ahmed,Bangladesh Supreme Party (BSP),12737,2,"ds,dt",ds=0; dt=12737,
Chattogram 2,Mohammed Julfikar Ali Mannan,Islami Andolan Bangladesh (IAB),2248,3,"bss,ds,dt",bss=0; ds=0; dt=2248,
Chattogram 2,Mohammad Golam Nawsher Ali,Janotar Dol,397,2,"ds,dt",ds=0; dt=397,
Chattogram 2,Jinnat Akter,Independent Candidate (Independent),276,2,"ds,dt",ds=0; dt=276,
Chattogram 2,Ahamed Kabir,Independent Candidate (Independent),270,2,"ds,dt",ds=0; dt=270,
Chattogram 2,Rabiul Hasan,Gono Odhikar Parishad (GOP),266,2,"ds,dt",ds=0; dt=266,
Chattogram 3,Mostafa Kamal Pasha,Bangladesh Nationalist Party (BNP),73037,4,"bss,ds,dt,tbs",bss=73037; ds=73037; dt=73037; tbs=73037,
Chattogram 3,Muhammad Ala Uddin,Bangladesh Jamaat-e-Islami (Jamaat),39662,4,"bss,ds,dt,tbs",bss=39662; ds=39662; dt=39662; tbs=39662,
Chattogram 3,Mohammad Amzad Hossain,Islami Andolan Bangladesh (IAB),5145,2,"ds,dt",ds=0; dt=5145,
Chattogram 3,Md. Moyahidul Mawla,Independent Candidate (Independent),308,2,"ds,dt",ds=0; dt=308,
Chattogram 4,Mohammad Aslam Chowdhury,Bangladesh Nationalist Party (BNP),143552,3,"bss,ds,dt",bss=0; ds=0; dt=143552,
Chattogram 4,Md. Anwar Siddiqui,Bangladesh Jamaat-e-Islami (Jamaat),91404,3,"bss,ds,dt",bss=0; ds=0; dt=91404,
Chattogram 4,Md. Sirajudollah,Bangladesh Islami Front (BIF),7267,2,"ds,dt",ds=0; dt=7267,
Chattogram 4,Md. Didarul Mowla,Islami Andolan Bangladesh (IAB),1337,2,"ds,dt",ds=0; dt=1337,
Chattogram 4,Md. Shahidul Islam Chowdhury,Bangladesh Supreme Party (BSP),923,2,"ds,dt",ds=0; dt=923,
Chattogram 4,Md. Mosiuddowlah,Communist Party of Bangladesh (CPB),738,2,"ds,dt",ds=0; dt=738,
Chattogram 4,Jahidul Alam,Ganosanhati Andolan (GSA),301,2,"ds,dt",ds=0; dt=301,
Chattogram 4,Md. Zakaria Khaled,Bangladesh Nezame Islam Party (BNIP),193,2,"ds,dt",ds=0; dt=193,
Chattogram 4,A. T. M. Parvez,Gono Odhikar Parishad (GOP),166,2,"ds,dt",ds=0; dt=166,
Chattogram 5,Mir Mohammed Helal Uddin,Bangladesh Nationalist Party (BNP),147054,4,"bss,ds,dt,tbs",bss=147054; ds=147054; dt=147054; tbs=147054,
Chattogram 5,Md. Nasir Uddin,Khelafat Majlis,46589,4,"bss,ds,dt,tbs",bss=46589; ds=46589; dt=46589; tbs=46589,
Chattogram 5,Muhammad Rafiqul Islam,Bangladesh Islami Front (BIF),15420,2,"ds,dt",ds=0; dt=15420,
Chattogram 5,Mati Ullah Noori,Islami Andolan Bangladesh (IAB),2422,2,"ds,dt",ds=0; dt=2422,
Chattogram 5,Mohammad Imam Uddin Riyad,Independent Candidate (Independent),1129,2,"ds,dt",ds=0; dt=1129,
Chattogram 5,Md. Alauddin,Bangladesh Labour Party,396,2,"ds,dt",ds=0; dt=396,
Chattogram 6,Gias Uddin Quader Chowdhury,Bangladesh Nationalist Party (BNP),112237,4,"bss,ds,dt,tbs",bss=112237; ds=112237; dt=112237; tbs=112237,
Chattogram 6,Mohammad Ilyach Noori,Bangladesh Islami Front (BIF),27146,4,"bss,ds,dt,tbs",bss=27146; ds=27146; dt=27146; tbs=27146,
Chattogram 6,Md. Shahajahan Monjo,Bangladesh Jamaat-e-Islami (Jamaat),22118,3,"ds,dt,tbs",ds=0; dt=22118; tbs=22118,
Chattogram 6,Nasir Uddin Talukder,Ganosanhati Andolan (GSA),829,3,"ds,dt,tbs",ds=0; dt=829; tbs=829,
Chattogram 7,Humam Quader Chowdhury,Bangladesh Nationalist Party (BNP),101445,4,"bss,ds,dt,tbs",bss=101445; ds=101445; dt=101445; tbs=101445,
Chattogram 7,A. T. M. Rezaul Karim,Bangladesh Jamaat-e-Islami (Jamaat),41719,4,"bss,ds,dt,tbs",bss=41719; ds=41719; dt=41719; tbs=41719,
Chattogram 7,Muhammad Iqbal Hasan,Bangladesh Islami Front (BIF),30239,3,"ds,dt,tbs",ds=0; dt=30239; tbs=30239,
Chattogram 7,Abdullah Al Haroon,Islami Andolan Bangladesh (IAB),1307,3,"ds,dt,tbs",ds=0; dt=1307; tbs=1307,
Chattogram 7,Pramode Baran Barua,Communist Party of Bangladesh (CPB),441,3,"ds,dt,tbs",ds=0; dt=441; tbs=441,
Chattogram 7,Md. Mahade Rashed,Jatiya Party (JaPa),411,3,"ds,dt,tbs",ds=0; dt=411; tbs=411,
Chattogram 7,Md. Abdur Rahman,Amar Bangladesh Party (AB),158,3,"ds,dt,tbs",ds=0; dt=158; tbs=158,
Chattogram 7,Md. Belal Uddin,Gono Odhikar Parishad (GOP),129,3,"ds,dt,tbs",ds=0; dt=129; tbs=129,
Chattogram 8,Ershad Ullah,Bangladesh Nationalist Party (BNP),152969,4,"bss,ds,dt,tbs",bss=152969; ds=152969; dt=152969; tbs=152969,
Chattogram 8,Md. Abu Nasser,Bangladesh Jamaat-e-Islami (Jamaat),53564,4,"bss,ds,dt,tbs",bss=53564; ds=53564; dt=53564; tbs=53564,
Chattogram 8,Syed Muhammad Hasan,Bangladesh Islami Front (BIF),42585,3,"ds,dt,tbs",ds=0; dt=42585; tbs=42585,
Chattogram 8,Md. Jobairul Hasan Arif,National Citizen Party (NCP),3349,3,"ds,dt,tbs",ds=0; dt=3349; tbs=3349,
Chattogram 8,Mohammad Nurul Alam,Islami Andolan Bangladesh (IAB),1208,3,"ds,dt,tbs",ds=0; dt=1208; tbs=1208,
Chattogram 8,Mohammad Emdadul Haque,Insaniyat Biplob Bangladesh (IBB),884,3,"ds,dt,tbs",ds=0; dt=884; tbs=884,
Chattogram 9,Mohammad Abu Sufyan,Bangladesh Nationalist Party (BNP),109388,4,"bss,ds,dt,tbs",bss=109388; ds=109388; dt=109388; tbs=109388,
Chattogram 9,Dr. A. K. M. Fazlul Haque,Bangladesh Jamaat-e-Islami (Jamaat),53807,4,"bss,ds,dt,tbs",bss=53807; ds=53807; dt=53807; tbs=53807,
Chattogram 9,Muhammad Wahed Murad,Bangladesh Islami Front (BIF),4204,3,"ds,dt,tbs",ds=0; dt=4204; tbs=4204,
Chattogram 9,Syed Mohammad Hasan Maruf,Ganosanhati Andolan (GSA),1040,3,"ds,dt,tbs",ds=0; dt=1040; tbs=1040,
Chattogram 9,Abdus Shukkur,Islami Andolan Bangladesh (IAB),941,3,"ds,dt,tbs",ds=0; dt=941; tbs=941,
Chattogram 9,Md. Haider Ali Chowdhury,Janotar Dol,561,3,"ds,dt,tbs",ds=0; dt=561; tbs=561,
Chattogram 9,Md. Shafi Uddin Kabir,Socialist Party of Bangladesh (Marxist) (SPB-M),494,3,"ds,dt,tbs",ds=0; dt=494; tbs=494,
Chattogram 9,Abdul Momen Chowdhury,Jatiya Samajtantrik Dal (JSD),128,3,"ds,dt,tbs",ds=0; dt=128; tbs=128,
Chattogram 9,Mohammad Naim Uddin,Insaniyat Biplob Bangladesh (IBB),112,3,"ds,dt,tbs",ds=0; dt=112; tbs=112,
Chattogram 9,Md. Nurul Abshar Majumder,Nagorik Oikya (NO),107,3,"ds,dt,tbs",ds=0; dt=107; tbs=107,
Chuadanga 1,Md. Masood Parvez,Bangladesh Jamaat-e-Islami (Jamaat),211041,4,"bss,ds,dt,tbs",bss=211041; ds=211041; dt=211041; tbs=211041,
Chuadanga 1,Md. Sharifuzzaman,Bangladesh Nationalist Party (BNP),153193,4,"bss,ds,dt,tbs",bss=153193; ds=153193; dt=153193; tbs=153193,
Chuadanga 1,Mohammad Zahurul Islam,Islami Andolan Bangladesh (IAB),10122,3,"ds,dt,tbs",ds=10122; dt=10122; tbs=10122,
Chuadanga 2,Md. Ruhul Amin,Bangladesh Jamaat-e-Islami (Jamaat),208011,4,"bss,ds,dt,tbs",bss=208011; ds=208011; dt=208011; tbs=208011,
Chuadanga 2,Mahmud Hasan Khan,Bangladesh Nationalist Party (BNP),163877,4,"bss,ds,dt,tbs",bss=163877; ds=163877; dt=163877; tbs=163877,
Chuadanga 2,Md. Hasanuzzaman,Islami Andolan Bangladesh (IAB),6374,3,"ds,dt,tbs",ds=0; dt=6374; tbs=6374,
Cox's Bazar 1,Salahuddin Ahmed,Bangladesh Nationalist Party (BNP),222019,4,"bss,ds,dt,tbs",bss=222019; ds=222019; dt=222019; tbs=222019,
Cox's Bazar 1,Abdullah Al Farukh,Bangladesh Jamaat-e-Islami (Jamaat),129728,4,"bss,ds,dt,tbs",bss=129728; ds=129728; dt=129728; tbs=129728,
Cox's Bazar 1,Md. Sarwar Alam Kotobi,Islami Andolan Bangladesh (IAB),4528,3,"ds,dt,tbs",ds=4528; dt=4528; tbs=4528,
Cox's Bazar 2,Alamgir Muhammad Mahfuz Ullah Farid,Bangladesh Nationalist Party (BNP),125543,4,"bss,ds,dt,tbs",bss=125543; ds=124660; dt=125543; tbs=125543,
