seat_name,division,district,area,total_voters,male_voters,female_voters,total_centers,total_candidates,total_votes_cast,referendum_yes,referendum_no,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,independent_total,Bangladesh Nationalist Party (BNP),Bangladesh Jamaat-e-Islami (Jamaat),National Citizen Party (NCP),Khelafat Majlis,Islami Andolan Bangladesh (IAB),Jatiya Party (JaPa),Bangladesh Islami Front (BIF),Gono Odhikar Parishad (GOP),Jamiat Ulema-e-Islam Bangladesh (JUIB),Bangladesh Liberal Democratic Party (LDP),Amar Bangladesh Party (AB),Bangladesh Development Party (BDP),Bangladesh Jatiya Party (BJP),Ganosanhati Andolan (GSA),Communist Party of Bangladesh (CPB),Jatiya Samajtantrik Dal (JSD),Bangladesh Samajtantrik Dal (Basad),Unique - Govinda Chandra Pramanik,Revolutionary Workers Party of Bangladesh (RWPB),Bangladesh Supreme Party (BSP),Bangladesh Nezame Islam Party (BNIP),Jatiya Party (Manju) (JP–Manju),Insaniyat Biplob Bangladesh (IBB),Janotar Dol,Bangladesh Republican Party (BRP),Zaker Party (ZP),Socialist Party of Bangladesh (Marxist) (SPB-M),Bangladesh Minority Janata Party (BMJP),Bangladesh Muslim League (BML),Bangladesh Congress,Nagorik Oikya (NO),Bangladesh Khelafat Andolon (BKA),Amjanatar Dol,National People's Party (NPP),Bangladesh Labour Party,Bangladesh National Awami Party–Bangladesh NAP (BNAP),Gono Forum (GF),Bangladesh Sangskritik Muktijote (BSM),Islami Oikya Jote (IOJ),Jatiya Ganatantrik Party (JAGPA),Nationalist Democratic Movement (NDM),Bangladesh Nationalist Front (BNF),Bangladesh Kallyan Party (BKP),Gono Front (GF),Ganatantri Party (GP),Bangladesh Somo Odhikar Party (BEP)
Rajshahi 6,Rajshahi,Rajshahi,"Charghat, Bagha",357054,178068,178984,118,4,240637,0,0,Md. Abu Sayeed Chand,Bangladesh Nationalist Party (BNP),148672,Md. Nazmul Haque,Bangladesh Jamaat-e-Islami (Jamaat),92965,,148672,92965,,,1628,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangamati 1,Chattogram,Rangamati,Rangamati District,509272,263411,245859,213,7,263647,71699,179805,Deepen Dewan,Bangladesh Nationalist Party (BNP),201544,Pahel Chakma,Independent Candidate (Independent),31222,31222,201544,,,22715,3672,2974,,449,,,,,,,,,,,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 1,Rangpur,Rangpur,"Gangachara, Rangpur City Corporation (Wards No. 1 to 8)",375227,188829,186394,123,6,214495,0,0,Md. Raihan Siraji,Bangladesh Jamaat-e-Islami (Jamaat),145088,Md. Mokarram Hossain Sujon,Bangladesh Nationalist Party (BNP),69407,,69407,145088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 2,Rangpur,Rangpur,"Taraganj, Badarganj",380921,192287,188625,136,5,65176,0,0,A. T. M. Azharul Islam,Bangladesh Jamaat-e-Islami (Jamaat),43076,Muhammad Ali Sarkar,Bangladesh Nationalist Party (BNP),22100,,22100,43076,,,,17487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 3,Rangpur,Rangpur,"Rangpur Sadar, Rangpur City Corporation (Wards No. 9 to 33)",508223,252369,255849,175,8,260405,0,0,Md. Mahbubur Rahman (Belal),Bangladesh Jamaat-e-Islami (Jamaat),175827,Md. Shamsuzzaman Samu,Bangladesh Nationalist Party (BNP),84578,,84578,175827,,,,37933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 4,Rangpur,Rangpur,"Kaunia, Pirgacha",509905,250787,259113,163,7,287563,0,0,Akhter Hossain,National Citizen Party (NCP),147947,Mohammad Emdadul Haque Bhorosha,Bangladesh Nationalist Party (BNP),139616,,139616,,147947,,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 5,Rangpur,Rangpur,Mithapukur,469189,232462,236723,150,10,289349,0,0,Md. Golam Rabbani,Bangladesh Jamaat-e-Islami (Jamaat),175208,Md. Golam Rabbani,Bangladesh Nationalist Party (BNP),114141,,114141,175208,,,,15115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangpur 6,Rangpur,Rangpur,Pirganj,355737,176103,179630,111,6,235809,0,0,Md. Nurul Amin,Bangladesh Jamaat-e-Islami (Jamaat),118890,Md. Sadequl Islam,Bangladesh Nationalist Party (BNP),117703,,234622,118890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satkhira 1,Khulna,Satkhira,"Kalaroa, Tala",496848,247873,248973,168,5,363767,228404,121256,Md. Izzat Ullah,Bangladesh Jamaat-e-Islami (Jamaat),193772,Md. Habibul Islam Habib,Bangladesh Nationalist Party (BNP),169995,,169995,193772,,,2071,2544,,,,,,,,,,,,,,,,,,,,,,,,715,,,,,,,,,,,,,,,,
Satkhira 2,Khulna,Satkhira,Satkhira Sadar,535654,265965,269685,138,5,383252,292828,86619,Muhammad Abdul Khaliq,Bangladesh Jamaat-e-Islami (Jamaat),266959,Md. Abdur Rauf,Bangladesh Nationalist Party (BNP),116293,,116293,266959,,,1976,4278,,,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satkhira 3,Khulna,Satkhira,"Debhata, Asashuni, Kaliganj (Champaful Union, Nalta Union, Tarali Union, Tenancy Shimla Union)",502222,253984,248235,154,6,289612,232925,104883,Hafez Muhaj Rabiul Bashar,Bangladesh Jamaat-e-Islami (Jamaat),184233,Md. Shahidul Alam,Independent Candidate (Independent),105379,105379,56819,184233,,,2497,722,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,
Satkhira 4,Khulna,Satkhira,"Kaliganj (Champaful Union, Nalta Union, Tarali Union, Tenancy Shimla Union Except), Shyamnagar",298050,150026,148020,142,4,190673,129741,60779,G. M. Nazrul Islam,Bangladesh Jamaat-e-Islami (Jamaat),106913,Md. Moniruzzaman,Bangladesh Nationalist Party (BNP),85426,,85426,106913,,,4902,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shariatpur 1,Dhaka,Shariatpur,"Zajira, Shariatpur Sadar",395476,207730,187736,135,8,140115,0,0,Saeed Ahmed,Bangladesh Nationalist Party (BNP),77398,Jalaluddin Ahmad,Khelafat Majlis,62717,15003,77398,,475,62717,10817,,,551,,,,,,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,
Shariatpur 2,Dhaka,Shariatpur,"Naria, Bhedarganj ( Sakhipur Thana )",415135,215993,199140,133,9,200706,0,0,Md. Shafiqul Rahman (Kiron),Bangladesh Nationalist Party (BNP),129814,Mahmud Hossain,Bangladesh Jamaat-e-Islami (Jamaat),70892,452,129814,70892,,,6505,2547,,283,,,,,,,,,,,,,,,,442,,,,,,,,313,,,,,,,,,,,,,,
Shariatpur 3,Dhaka,Shariatpur,"Damudya, Bhedarganj ( Bhedarganj Thana ), Gosairhat",340142,174068,166072,110,4,177200,0,0,Mia Nuruddin Ahmed Apu,Bangladesh Nationalist Party (BNP),107516,Muhammad Azharul Islam,Bangladesh Jamaat-e-Islami (Jamaat),69684,,107516,69684,,,9814,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherpur 1,Mymensingh,Sherpur,Sherpur Sadar,450489,224472,226009,144,6,269980,195866,48359,Md. Rashedul Islam Rashed,Bangladesh Jamaat-e-Islami (Jamaat),127811,Sansila Zebrin,Bangladesh Nationalist Party (BNP),78342,62620,78342,127811,456,,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherpur 2,Mymensingh,Sherpur,"Nakla, Nalitabari",440035,215786,224249,154,4,231684,147242,55994,Mohammad Fahim Chowdhury,Bangladesh Nationalist Party (BNP),118472,Md. Golam Kibria,Bangladesh Jamaat-e-Islami (Jamaat),108335,,118472,108335,,,4877,,,,,,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherpur 3,Mymensingh,Sherpur,"Jhenaigati, Sreebardi",413377,205077,208293,126,5,,0,0,Abu Taleb Md. Saifuddin,Islami Andolan Bangladesh (IAB),0,Md. Aminul Islam,Independent Candidate (Independent),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirajganj 1,Rajshahi,Sirajganj,"Kazipur,Sirajganj Sadar (Ratankandi Union,Bagbati Union,Bahuli Union,Chongagacha Union,Mehra Union)",385024,189676,195344,173,6,225428,0,0,Md. Selim Reza,Bangladesh Nationalist Party (BNP),116613,Md. Shahinur Alam,Bangladesh Jamaat-e-Islami (Jamaat),108815,263,116613,108815,,,,2234,,1170,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,
Sirajganj 2,Rajshahi,Sirajganj,"Sirajganj Sadar (SIALKOL UNION,Khokshabari Union, Sirajganj Sadar,Kawakhola Union,Kaliaharipur Union,Syedabad Union,Kamarkhand upazila)",469878,235248,234626,145,7,316375,0,0,Iqbal Hassan Mahmud,Bangladesh Nationalist Party (BNP),177578,Muhammad Zahidul Islam,Bangladesh Jamaat-e-Islami (Jamaat),138797,,177578,138797,,,2167,,,410,,,,,,,769,,864,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,
Sirajganj 3,Rajshahi,Sirajganj,"Raiganj, Tarash",444427,222737,221683,153,4,293896,0,0,Md. Aynul Haque,Bangladesh Nationalist Party (BNP),174430,Muha. Abdur Rouf Sarkar,Khelafat Majlis,116802,1006,174430,,,116802,,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirajganj 4,Rajshahi,Sirajganj,Ullapara,475821,243680,232125,137,5,327274,0,0,Md. Rafiqul Islam Khan,Bangladesh Jamaat-e-Islami (Jamaat),161872,M. Akbar Ali,Bangladesh Nationalist Party (BNP),161278,,161278,161872,,,2216,1213,,,,,,,,,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirajganj 5,Rajshahi,Sirajganj,"Belkuchi, Chauhali",426321,218664,207655,124,6,241794,0,0,Md. Amirul Islam Khan,Bangladesh Nationalist Party (BNP),134989,Md. Ali Alam,Bangladesh Jamaat-e-Islami (Jamaat),106805,,134989,106805,,,5759,1224,,235,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirajganj 6,Rajshahi,Sirajganj,Shahjadpur,485387,246412,238972,160,11,275392,180398,79909,M. A. Muhit,Bangladesh Nationalist Party (BNP),171508,S. M. Saif Mostafiz,National Citizen Party (NCP),103884,693,171508,,103884,,2280,1098,1133,,,,271,,,,,890,400,,,,,,,,,,,,,,,,653,,,,,,,,,,,,,
Sunamganj 1,Sylhet,Sunamganj,"Dharmapasha, Tahirpur, Jamalganj",501555,256185,245360,168,3,254740,0,0,Kamruzzaman Kamrul,Bangladesh Nationalist Party (BNP),161774,Tofayel Ahmed,Bangladesh Jamaat-e-Islami (Jamaat),92966,,161774,92966,,,,,,,,,,,,,,,,,,,1184,,,,,,,,,,,,,,,,,,,,,,,,,
Sunamganj 2,Sylhet,Sunamganj,"Derai, Sullah",306052,154652,151399,111,3,162742,0,0,Md. Nashir Chowdhury,Bangladesh Nationalist Party (BNP),99522,Mohammad Shishir Monir,Bangladesh Jamaat-e-Islami (Jamaat),63220,,99522,63220,,,,,,,,,,,,,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunamganj 3,Sylhet,Sunamganj,"Jagannathpur, South Sunamganj",373016,189243,183767,145,7,139539,0,0,Mohammad Kaishar Ahmed,Bangladesh Nationalist Party (BNP),97313,Md. Anwar Hossain,Independent Candidate (Independent),42226,42640,97313,,,15061,,,,,,,4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunamganj 4,Sylhet,Sunamganj,"Sunamganj Sadar, Bishwamvarpur",372185,189359,182813,112,5,173827,0,0,Nurul Islam,Bangladesh Nationalist Party (BNP),98092,Md. Samach Uddin,Bangladesh Jamaat-e-Islami (Jamaat),75735,26307,98092,75735,,,1935,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunamganj 5,Sylhet,Sunamganj,"Dowarabazar, Chatak",527458,270620,256836,164,5,254036,0,0,Kalim Uddin Ahmed,Bangladesh Nationalist Party (BNP),151915,Abu Tahir Muhammad Abdus Salam,Bangladesh Jamaat-e-Islami (Jamaat),102121,,151915,102121,,2278,,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,,,,,,,,,,,,
Sylhet 1,Sylhet,Sylhet,"Sylhet Sadar, Sylhet City Corporation",680946,353186,327747,215,8,308915,0,0,Khandaker Abdul Muktadir,Bangladesh Nationalist Party (BNP),176936,Mahmudul Hasan,Islami Andolan Bangladesh (IAB),134983,,176936,134983,,,134983,,,314,,,,,,,908,,1113,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,
Sylhet 2,Sylhet,Sylhet,"Osmaninagar, Bishwanath",368932,188679,180253,128,5,156591,0,0,Deleted by Tahsina Rushdie,Bangladesh Nationalist Party (BNP),117956,Muhammad Muntashir Ali,Khelafat Majlis,37446,,117956,,,37446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylhet 3,Sylhet,Sylhet,"Dakshin Surma, Balaganj, Fenchuganj",416000,211709,204289,151,6,189064,0,0,Mohammad Abdul Malik,Bangladesh Nationalist Party (BNP),115450,Redwanul Haque Chowdhury,Islami Andolan Bangladesh (IAB),76614,,115450,,,73614,76614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylhet 4,Sylhet,Sylhet,"Companiganj, Gowainghat, Jaintiapur",512933,267130,245802,169,5,258237,0,0,Ariful Haque Chowdhury,Bangladesh Nationalist Party (BNP),181609,Md. Joynal Abedin,Bangladesh Jamaat-e-Islami (Jamaat),65776,,181609,65776,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylhet 5,Sylhet,Sylhet,"Kanaighat, Zakiganj",428748,221357,207391,158,4,149129,0,0,Mohammad Abul Hasan,Khelafat Majlis,79355,Ubaidullah Farooq,Jamiat Ulema-e-Islam Bangladesh (JUIB),69774,54614,,,,79355,,,,,69774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylhet 6,Sylhet,Sylhet,"Beanibazar, Golapganj",509093,256938,252155,192,5,211486,0,0,Emran Ahmad Chowdhury,Bangladesh Nationalist Party (BNP),109917,Mohammad Salim Uddin,Bangladesh Jamaat-e-Islami (Jamaat),101569,,109917,101569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 1,Dhaka,Tangail,"Madhupur, Dhanbari",437433,216007,221424,148,6,248394,160506,92878,Fakir Mahbub Anam,Bangladesh Nationalist Party (BNP),153932,Muhammad Abdullahel Kafi,Bangladesh Jamaat-e-Islami (Jamaat),94462,28982,153932,94462,,,1731,2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 2,Dhaka,Tangail,"Gopalpur, Bhuapur",418606,210422,208183,138,4,259084,162060,74875,Md. Abdus Salam Pintu,Bangladesh Nationalist Party (BNP),198213,Md. Humayun Kabir,Bangladesh Jamaat-e-Islami (Jamaat),60871,,198213,60871,,,4777,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 3,Dhaka,Tangail,Ghatail,382720,191864,190853,119,5,190670,142983,64924,Md. Lutfar Rahman Khan Azad,Independent Candidate (Independent),107901,S. M. Obaidul Haque,Bangladesh Nationalist Party (BNP),82769,108988,82769,,34588,,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 4,Dhaka,Tangail,Kalihati,374917,189942,184972,113,6,167851,133210,64711,Md. Lutfar Rahman,Bangladesh Nationalist Party (BNP),105342,Abdul Latif Siddiqui,Independent Candidate (Independent),62509,66661,105342,50192,,,1822,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 5,Dhaka,Tangail,Tangail Sadar,462412,231303,231108,130,10,211562,186833,73269,Sultan Salahuddin Tuku,Bangladesh Nationalist Party (BNP),131279,Ahsan Habib,Bangladesh Jamaat-e-Islami (Jamaat),80283,69408,131279,80283,,,2600,1636,,263,,,,,,221,,1092,,,,1189,,,,,,,,,,109,,,,,,,,,,,,,,,,
Tangail 6,Dhaka,Tangail,"Delduar, Nagarpur",468076,236597,231475,154,8,242866,180601,69158,Md. Rabiul Awal,Bangladesh Nationalist Party (BNP),150952,A. K. M. Abdul Hamid,Bangladesh Jamaat-e-Islami (Jamaat),91914,18157,150952,91914,,,24136,1166,,,,,,,,,,,,,,,,3489,,,,,,,,,,,,,,,,,,,,,,,,
Tangail 7,Dhaka,Tangail,Mirzapur,375437,188871,186560,127,3,213785,146317,47141,Abul Kalam Azad Siddiqui,Bangladesh Nationalist Party (BNP),141253,Mohammad Abdullah Ebne Abul Hossain,Bangladesh Jamaat-e-Islami (Jamaat),71040,,141253,71040,,,,,,,,,,,,,,,,,,,,,,,1492,,,,,,,,,,,,,,,,,,,,,
Tangail 8,Dhaka,Tangail,"Basail, Sakhipur",414826,206623,208198,127,6,191347,151337,70937,Ahmed Azam Khan,Bangladesh Nationalist Party (BNP),114217,Salahuddin Alamgir,Independent Candidate (Independent),77130,77130,114217,55709,,,,565,,,,,,,,,,,,,510,,,,,,,,,,,,,,330,,,,,,,,,,,,,
Thakurgaon 1,Rangpur,Thakurgaon,Thakurgaon Sadar,511629,255053,256572,185,3,379853,0,0,Mirza Fakhrul Islam Alamgir,Bangladesh Nationalist Party (BNP),238836,Delowar Hossain,Bangladesh Jamaat-e-Islami (Jamaat),141017,,238836,141017,,,3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thakurgaon 2,Rangpur,Thakurgaon,"Baliadangi, Ranisankail (Dharmagarh, Kashipur),  Haripur",340049,175232,164816,104,7,236724,0,0,Md. Abdus Salam,Bangladesh Nationalist Party (BNP),121017,Md. Abdul Hakim,Bangladesh Jamaat-e-Islami (Jamaat),115707,,121017,115707,,,437,2876,,1843,,,451,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thakurgaon 3,Rangpur,Thakurgaon,"Ranisankail, Pirganj",364129,184701,179426,128,10,224731,0,0,Md. Zahidur Rahman,Bangladesh Nationalist Party (BNP),132797,Md. Mizanur Rahman,Bangladesh Jamaat-e-Islami (Jamaat),91934,279,132797,91934,,,1295,27133,,552,,,,,,,1548,,,,,503,,,,,,,,680,113,,,,,,,,,,,,,,,,,
